project,release,maven_reuse,maven_release,class_count,synchronizedMethodsQty_sum,synchronizedMethodsQty_average,synchronizedMethodsQty_stdev,synchronizedMethodsQty_median,synchronizedMethodsQty_min,synchronizedMethodsQty_max,parenthesizedExpsQty_sum,parenthesizedExpsQty_average,parenthesizedExpsQty_stdev,parenthesizedExpsQty_median,parenthesizedExpsQty_min,parenthesizedExpsQty_max,lcom_sum,lcom_average,lcom_stdev,lcom_median,lcom_min,lcom_max,publicMethodsQty_sum,publicMethodsQty_average,publicMethodsQty_stdev,publicMethodsQty_median,publicMethodsQty_min,publicMethodsQty_max,staticFieldsQty_sum,staticFieldsQty_average,staticFieldsQty_stdev,staticFieldsQty_median,staticFieldsQty_min,staticFieldsQty_max,publicFieldsQty_sum,publicFieldsQty_average,publicFieldsQty_stdev,publicFieldsQty_median,publicFieldsQty_min,publicFieldsQty_max,lambdasQty_sum,lambdasQty_average,lambdasQty_stdev,lambdasQty_median,lambdasQty_min,lambdasQty_max,logStatementsQty_sum,logStatementsQty_average,logStatementsQty_stdev,logStatementsQty_median,logStatementsQty_min,logStatementsQty_max,tryCatchQty_sum,tryCatchQty_average,tryCatchQty_stdev,tryCatchQty_median,tryCatchQty_min,tryCatchQty_max,maxNestedBlocksQty_sum,maxNestedBlocksQty_average,maxNestedBlocksQty_stdev,maxNestedBlocksQty_median,maxNestedBlocksQty_min,maxNestedBlocksQty_max,wmc_sum,wmc_average,wmc_stdev,wmc_median,wmc_min,wmc_max,rfc_sum,rfc_average,rfc_stdev,rfc_median,rfc_min,rfc_max,privateMethodsQty_sum,privateMethodsQty_average,privateMethodsQty_stdev,privateMethodsQty_median,privateMethodsQty_min,privateMethodsQty_max,defaultMethodsQty_sum,defaultMethodsQty_average,defaultMethodsQty_stdev,defaultMethodsQty_median,defaultMethodsQty_min,defaultMethodsQty_max,nosi_sum,nosi_average,nosi_stdev,nosi_median,nosi_min,nosi_max,visibleFieldsQty_sum,visibleFieldsQty_average,visibleFieldsQty_stdev,visibleFieldsQty_median,visibleFieldsQty_min,visibleFieldsQty_max,uniqueWordsQty_sum,uniqueWordsQty_average,uniqueWordsQty_stdev,uniqueWordsQty_median,uniqueWordsQty_min,uniqueWordsQty_max,synchronizedFieldsQty_sum,synchronizedFieldsQty_average,synchronizedFieldsQty_stdev,synchronizedFieldsQty_median,synchronizedFieldsQty_min,synchronizedFieldsQty_max,stringLiteralsQty_sum,stringLiteralsQty_average,stringLiteralsQty_stdev,stringLiteralsQty_median,stringLiteralsQty_min,stringLiteralsQty_max,anonymousClassesQty_sum,anonymousClassesQty_average,anonymousClassesQty_stdev,anonymousClassesQty_median,anonymousClassesQty_min,anonymousClassesQty_max,mathOperationsQty_sum,mathOperationsQty_average,mathOperationsQty_stdev,mathOperationsQty_median,mathOperationsQty_min,mathOperationsQty_max,returnQty_sum,returnQty_average,returnQty_stdev,returnQty_median,returnQty_min,returnQty_max,modifiers_sum,modifiers_average,modifiers_stdev,modifiers_median,modifiers_min,modifiers_max,lcc_sum,lcc_average,lcc_stdev,lcc_median,lcc_min,lcc_max,abstractMethodsQty_sum,abstractMethodsQty_average,abstractMethodsQty_stdev,abstractMethodsQty_median,abstractMethodsQty_min,abstractMethodsQty_max,protectedFieldsQty_sum,protectedFieldsQty_average,protectedFieldsQty_stdev,protectedFieldsQty_median,protectedFieldsQty_min,protectedFieldsQty_max,numbersQty_sum,numbersQty_average,numbersQty_stdev,numbersQty_median,numbersQty_min,numbersQty_max,staticMethodsQty_sum,staticMethodsQty_average,staticMethodsQty_stdev,staticMethodsQty_median,staticMethodsQty_min,staticMethodsQty_max,assignmentsQty_sum,assignmentsQty_average,assignmentsQty_stdev,assignmentsQty_median,assignmentsQty_min,assignmentsQty_max,finalFieldsQty_sum,finalFieldsQty_average,finalFieldsQty_stdev,finalFieldsQty_median,finalFieldsQty_min,finalFieldsQty_max,dit_sum,dit_average,dit_stdev,dit_median,dit_min,dit_max,totalMethodsQty_sum,totalMethodsQty_average,totalMethodsQty_stdev,totalMethodsQty_median,totalMethodsQty_min,totalMethodsQty_max,loopQty_sum,loopQty_average,loopQty_stdev,loopQty_median,loopQty_min,loopQty_max,defaultFieldsQty_sum,defaultFieldsQty_average,defaultFieldsQty_stdev,defaultFieldsQty_median,defaultFieldsQty_min,defaultFieldsQty_max,loc_sum,loc_average,loc_stdev,loc_median,loc_min,loc_max,totalFieldsQty_sum,totalFieldsQty_average,totalFieldsQty_stdev,totalFieldsQty_median,totalFieldsQty_min,totalFieldsQty_max,cbo_sum,cbo_average,cbo_stdev,cbo_median,cbo_min,cbo_max,variablesQty_sum,variablesQty_average,variablesQty_stdev,variablesQty_median,variablesQty_min,variablesQty_max,protectedMethodsQty_sum,protectedMethodsQty_average,protectedMethodsQty_stdev,protectedMethodsQty_median,protectedMethodsQty_min,protectedMethodsQty_max,tcc_sum,tcc_average,tcc_stdev,tcc_median,tcc_min,tcc_max,privateFieldsQty_sum,privateFieldsQty_average,privateFieldsQty_stdev,privateFieldsQty_median,privateFieldsQty_min,privateFieldsQty_max,finalMethodsQty_sum,finalMethodsQty_average,finalMethodsQty_stdev,finalMethodsQty_median,finalMethodsQty_min,finalMethodsQty_max,innerClassesQty_sum,innerClassesQty_average,innerClassesQty_stdev,innerClassesQty_median,innerClassesQty_min,innerClassesQty_max,comparisonsQty_sum,comparisonsQty_average,comparisonsQty_stdev,comparisonsQty_median,comparisonsQty_min,comparisonsQty_max
HikariCP,3.3.1,575,"Feb, 2019",148,21,0.141891892,1.217838696,0,0,14,70,0.472972973,1.584130251,0,0,16,30332,204.9459459,1557.952126,0,0,18141,975,6.587837838,19.38858948,2,0,191,312,2.108108108,5.314765896,0,0,42,95,0.641891892,1.80705396,0,0,12,27,0.182432432,0.700215343,0,0,4,101,0.682432432,2.418852154,0,0,19,307,2.074324324,5.164097956,0,0,42,189,1.277027027,1.474596432,1,0,7,2005,13.5472973,26.7821482,5,0,192,1897,12.81756757,18.20780918,6,0,118,79,0.533783784,1.683919709,0,0,13,133,0.898648649,2.880239656,0,0,20,545,3.682432432,7.613126118,1,0,64,30,0.202702703,0.824451658,0,0,6,7039,47.56081081,59.37626205,29.5,0,417,0,0,0,0,0,0,1242,8.391891892,14.99733996,2,0,116,24,0.162162162,0.547772907,0,0,3,153,1.033783784,2.316505521,0,0,15,573,3.871621622,10.2746504,0,0,95,8719,58.91216216,231.7773365,1,-1,1025,-9,-0.086538462,0.282519075,0,-1,0,1124,7.594594595,19.56146352,2,0,191,254,1.716216216,4.799433839,0,0,42,963,6.506756757,15.34345863,1,0,141,54,0.364864865,1.55685296,0,0,10,1393,9.412162162,15.84101671,4,0,102,166,1.121621622,3.253267129,0,0,23,192,1.297297297,0.704306089,1,0,5,1198,8.094594595,19.79670069,3,0,191,92,0.621621622,1.719853678,0,0,11,11,0.074324324,0.53568211,0,0,6,9567,64.64189189,99.31746735,26,0,552,9,0.060810811,0.424205562,0,0,4,634,4.283783784,4.168297162,3,0,31,1208,8.162162162,12.66741175,4,0,91,11,0.074324324,0.263188616,0,0,1,-9,-0.086538462,0.282519075,0,-1,0,17,0.114864865,0.488279621,0,0,4,2,0.013513514,0.115851564,0,0,1,35,0.236486486,0.768083457,0,0,5,226,1.527027027,5.488944914,0,0,49
HikariCP-java6,2.3.13,65,"Feb, 2016",123,30,0.243902439,1.646364417,0,0,15,60,0.487804878,1.375224892,0,0,8,28946,235.3333333,1703.335603,0,0,18141,860,6.991869919,21.05398834,2,0,191,195,1.585365854,4.780299101,0,0,39,44,0.357723577,0.950669146,0,0,7,9,0.073170732,0.514872763,0,0,5,57,0.463414634,1.789279015,0,0,16,166,1.349593496,3.394749417,0,0,29,132,1.073170732,1.181626635,1,0,5,1581,12.85365854,25.34925967,5,0,192,1355,11.01626016,16.10823216,5,0,113,32,0.260162602,0.808128767,0,0,7,40,0.325203252,1.575925099,0,0,15,278,2.260162602,5.781311608,0,0,47,8,0.06504065,0.399586618,0,0,4,5425,44.10569106,50.49603344,30,0,279,0,0,0,0,0,0,772,6.276422764,11.47506264,2,0,68,27,0.219512195,0.659565,0,0,4,86,0.699186992,1.61922345,0,0,9,475,3.861788618,10.64195625,1,0,95,8693,70.67479675,252.8283126,1,-1,1025,-5,-0.063291139,0.24504171,0,-1,0,949,7.715447154,21.06956484,2,0,191,141,1.146341463,3.974679958,0,0,39,537,4.365853659,11.01881274,1,0,85,40,0.325203252,1.244633957,0,0,8,852,6.926829268,11.9426023,3,0,68,84,0.682926829,2.393012619,0,0,24,168,1.365853659,0.771078579,1,0,4,975,7.926829268,21.12925512,3,0,191,64,0.520325203,1.386998135,0,0,8,25,0.203252033,1.487430117,0,0,16,7055,57.35772358,84.60052029,23,0,483,0,0,0,0,0,0,477,3.87804878,3.937181662,3,0,26,728,5.918699187,9.73214506,2,0,49,43,0.349593496,0.991635012,0,0,7,-5,-0.063291139,0.24504171,0,-1,0,21,0.170731707,0.743356555,0,0,6,6,0.048780488,0.459037813,0,0,5,21,0.170731707,0.568393149,0,0,4,151,1.227642276,3.447053881,0,0,20
hppc,0.7.1,85,"May, 2015",220,15,0.068181818,0.286510041,0,0,2,186,0.845454545,4.216051873,0,0,46,4091,18.59545455,72.47733059,0,0,711,970,4.409090909,8.730145594,1,0,50,220,1,1.967776948,0,0,14,34,0.154545455,0.636577086,0,0,5,0,0,0,0,0,0,11,0.05,0.613582935,0,0,9,28,0.127272727,0.460476047,0,0,3,155,0.704545455,1.072264396,0,0,6,2049,9.313636364,20.61933294,3,0,147,1407,6.395454545,14.54807735,1.5,0,98,64,0.290909091,1.270281704,0,0,13,23,0.104545455,0.57574829,0,0,5,870,3.954545455,12.50562348,0,0,105,19,0.086363636,0.340286549,0,0,3,7982,36.28181818,56.17530158,14,0,371,0,0,0,0,0,0,511,2.322727273,8.922826498,0,0,88,70,0.318181818,1.130174094,0,0,11,510,2.318181818,7.925373181,0,0,81,590,2.681818182,7.421346255,1,0,57,5676,25.8,152.7731658,1,-1,1025,-14,-0.114754098,0.320039288,0,-1,0,1051,4.777272727,9.1016799,1,0,51,83,0.377272727,1.04178974,0,0,9,2017,9.168181818,31.80626121,0,0,279,137,0.622727273,3.307447224,0,0,38,1750,7.954545455,21.06930784,0,0,145,82,0.372727273,0.905176296,0,0,7,324,1.472727273,0.976519688,1,0,6,1114,5.063636364,9.378667402,1,0,51,269,1.222727273,3.386844252,0,0,21,37,0.168181818,1.082819912,0,0,11,9397,42.71363636,97.49180879,9,0,702,0,0,0,0,0,0,872,3.963636364,4.971016034,2,0,26,1313,5.968181818,14.92978655,1,0,93,57,0.259090909,0.811537292,0,0,6,-14,-0.114754098,0.320039288,0,-1,0,81,0.368181818,1.018498476,0,0,7,2,0.009090909,0.095128324,0,0,1,37,0.168181818,0.818667122,0,0,9,219,0.995454545,3.019718647,0,0,24
htmlunit,2.23,36,"Jul, 2016",123,0,0,0,0,0,0,113,0.918699187,4.434576321,0,0,38,6565,53.37398374,259.8506948,0,0,2615,536,4.357723577,7.816680442,2,0,49,237,1.926829268,5.763324877,0,0,57,62,0.504065041,1.794225637,0,0,15,0,0,0,0,0,0,25,0.203252033,0.858509475,0,0,8,89,0.723577236,1.621074391,0,0,11,123,1,1.116199641,1,0,5,1432,11.64227642,26.8267453,5,0,225,1597,12.98373984,22.53557615,5,0,175,118,0.959349593,2.362266118,0,0,16,50,0.406504065,1.240289485,0,0,10,429,3.487804878,8.568304013,0,0,61,2,0.016260163,0.126991663,0,0,1,4993,40.59349593,53.74527618,24,0,445,0,0,0,0,0,0,1519,12.3495935,31.11901631,2,0,258,27,0.219512195,1.04439633,0,0,10,169,1.37398374,3.638136737,0,0,27,466,3.788617886,10.41456423,1,0,80,3280,26.66666667,159.4780763,1,-1,1034,-2,-0.024096386,0.154280677,0,-1,0,629,5.113821138,8.520181684,2,0,62,156,1.268292683,2.519020011,0,0,16,269,2.18699187,6.917961409,0,0,60,91,0.739837398,2.202224652,0,0,14,1125,9.146341463,18.30868419,3,0,139,86,0.699186992,1.98739866,0,0,15,179,1.455284553,1.042160685,1,0,11,746,6.06504065,10.12766042,2,0,74,58,0.471544715,2.358539432,0,0,21,9,0.073170732,0.575037158,0,0,6,7427,60.38211382,126.544136,24,0,1137,2,0.016260163,0.126991663,0,0,1,719,5.845528455,9.514469154,4,0,81,976,7.93495935,15.83404707,2,0,107,42,0.341463415,1.122272784,0,0,10,-2,-0.024096386,0.154280677,0,-1,0,70,0.569105691,5.166222739,0,0,57,1,0.008130081,0.090166963,0,0,1,27,0.219512195,0.971196536,0,0,7,176,1.430894309,3.759319133,0,0,34
http-request,6,50,"Jan, 2015",168,0,0,0,0,0,0,38,0.226190476,1.708388536,0,0,20,13189,78.50595238,1015.380823,0,0,13161,484,2.880952381,16.67182697,1,0,163,71,0.422619048,3.970696592,0,0,51,49,0.291666667,2.900246049,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,53,0.31547619,2.059416466,0,0,26,40,0.238095238,0.835142035,0,0,9,740,4.404761905,28.06989525,1,0,324,843,5.017857143,18.65234191,3,0,182,13,0.077380952,0.861672401,0,0,11,3,0.017857143,0.172102681,0,0,2,319,1.898809524,17.68203523,0,0,219,2,0.011904762,0.108781781,0,0,1,3238,19.27380952,46.88994662,12,0,502,0,0,0,0,0,0,866,5.154761905,44.38265671,1,0,572,155,0.922619048,10.97738395,0,0,142,77,0.458333333,3.726991959,0,0,37,207,1.232142857,13.59022774,0,0,176,4022,23.94047619,158.5355776,-1,-1,1036,0,0,0,0,0,0,509,3.029761905,17.23817849,1,0,163,33,0.196428571,1.656990015,0,0,21,221,1.31547619,8.23904817,0,0,64,49,0.291666667,3.187464532,0,0,41,644,3.833333333,34.07998107,0,0,415,47,0.279761905,2.798471771,0,0,36,187,1.113095238,0.712804995,1,0,9,522,3.107142857,17.83458113,1,0,167,25,0.148809524,1.265099844,0,0,16,6,0.035714286,0.46291005,0,0,6,4876,29.02380952,195.8431779,6,0,2259,0,0,0,0,0,0,376,2.238095238,1.72073684,2,0,17,454,2.702380952,23.53760134,0,0,281,22,0.130952381,0.919251999,0,0,11,0,0,0,0,0,0,30,0.178571429,2.314550249,0,0,30,3,0.017857143,0.172102681,0,0,2,9,0.053571429,0.621558102,0,0,8,75,0.446428571,4.791158185,0,0,62
http4s-core,0.21.7,47,"Aug, 2020",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
httpcomponents-client,4.5.2,,,947,187,0.197465681,2.037718825,0,0,51,506,0.534318902,3.024151312,0,0,63,66204,69.90918691,1152.626825,0,0,34980,4978,5.256599789,11.03035626,2,0,233,2015,2.127771911,4.112521435,1,0,52,546,0.57655755,2.26219962,0,0,38,0,0,0,0,0,0,337,0.355860612,1.929265811,0,0,26,672,0.709609293,2.05863893,0,0,24,984,1.03907075,1.352139633,1,0,7,10688,11.28616684,22.0446752,5,0,441,10184,10.75395987,15.72079569,5,0,132,400,0.422386484,1.889954921,0,0,29,487,0.514255544,1.447662529,0,0,13,3726,3.934530095,23.23680696,0,0,571,27,0.028511088,0.225794816,0,0,3,50756,53.59662091,56.13199776,38,0,619,0,0,0,0,0,0,13705,14.4720169,76.92168121,1,0,1987,113,0.119324182,0.56829217,0,0,7,1287,1.359028511,6.408399145,0,0,146,2935,3.099260824,7.113744363,1,0,76,28783,30.3938754,167.2813965,1,-1,1032,229.5672567,0.317960189,0.517303277,0.109964175,-1,1,5795,6.119324182,11.72723454,3,0,247,1509,1.59345301,3.323705523,0,0,52,4690,4.952481521,19.16559808,0,0,391,388,0.409714889,2.168150834,0,0,38,12503,13.20274551,36.1051886,3,0,774,1283,1.354804646,2.898710371,0,0,38,1323,1.397043295,0.881277974,1,0,8,6179,6.524815206,12.55929559,3,0,265,517,0.54593453,2.642303404,0,0,67,181,0.191129884,1.519571227,0,0,26,59639,62.97676874,146.7405107,24,0,3284,92,0.097148891,1.749376906,0,0,52,6411,6.769799366,7.930180013,4,0,73,10603,11.19640971,31.9381913,3,0,692,314,0.33157339,1.56733502,0,0,26,193.5693915,0.26810165,0.486533423,0.09090909,-1,1,298,0.31467793,1.892520601,0,0,38,15,0.015839493,0.18609827,0,0,4,112,0.118268215,0.639398799,0,0,9,1710,1.805702218,4.629194197,0,0,53
inherits,2.0.1,4,"May, 2016",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
invariant,2.2.0,3,"Nov, 2015",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iron-flex-layout,2.0.3,32,"Feb, 2018",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iron-icon,2.1.0,32,"Feb, 2018",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
