project,release,maven_reuse,maven_release,class_count,protectedFieldsQty_sum,protectedFieldsQty_average,protectedFieldsQty_stdev,protectedFieldsQty_median,protectedFieldsQty_min,protectedFieldsQty_max,nosi_sum,nosi_average,nosi_stdev,nosi_median,nosi_min,nosi_max,privateFieldsQty_sum,privateFieldsQty_average,privateFieldsQty_stdev,privateFieldsQty_median,privateFieldsQty_min,privateFieldsQty_max,staticFieldsQty_sum,staticFieldsQty_average,staticFieldsQty_stdev,staticFieldsQty_median,staticFieldsQty_min,staticFieldsQty_max,dit_sum,dit_average,dit_stdev,dit_median,dit_min,dit_max,lcc_sum,lcc_average,lcc_stdev,lcc_median,lcc_min,lcc_max,finalMethodsQty_sum,finalMethodsQty_average,finalMethodsQty_stdev,finalMethodsQty_median,finalMethodsQty_min,finalMethodsQty_max,totalMethodsQty_sum,totalMethodsQty_average,totalMethodsQty_stdev,totalMethodsQty_median,totalMethodsQty_min,totalMethodsQty_max,loc_sum,loc_average,loc_stdev,loc_median,loc_min,loc_max,publicMethodsQty_sum,publicMethodsQty_average,publicMethodsQty_stdev,publicMethodsQty_median,publicMethodsQty_min,publicMethodsQty_max,maxNestedBlocksQty_sum,maxNestedBlocksQty_average,maxNestedBlocksQty_stdev,maxNestedBlocksQty_median,maxNestedBlocksQty_min,maxNestedBlocksQty_max,anonymousClassesQty_sum,anonymousClassesQty_average,anonymousClassesQty_stdev,anonymousClassesQty_median,anonymousClassesQty_min,anonymousClassesQty_max,loopQty_sum,loopQty_average,loopQty_stdev,loopQty_median,loopQty_min,loopQty_max,parenthesizedExpsQty_sum,parenthesizedExpsQty_average,parenthesizedExpsQty_stdev,parenthesizedExpsQty_median,parenthesizedExpsQty_min,parenthesizedExpsQty_max,defaultFieldsQty_sum,defaultFieldsQty_average,defaultFieldsQty_stdev,defaultFieldsQty_median,defaultFieldsQty_min,defaultFieldsQty_max,comparisonsQty_sum,comparisonsQty_average,comparisonsQty_stdev,comparisonsQty_median,comparisonsQty_min,comparisonsQty_max,totalFieldsQty_sum,totalFieldsQty_average,totalFieldsQty_stdev,totalFieldsQty_median,totalFieldsQty_min,totalFieldsQty_max,variablesQty_sum,variablesQty_average,variablesQty_stdev,variablesQty_median,variablesQty_min,variablesQty_max,defaultMethodsQty_sum,defaultMethodsQty_average,defaultMethodsQty_stdev,defaultMethodsQty_median,defaultMethodsQty_min,defaultMethodsQty_max,synchronizedMethodsQty_sum,synchronizedMethodsQty_average,synchronizedMethodsQty_stdev,synchronizedMethodsQty_median,synchronizedMethodsQty_min,synchronizedMethodsQty_max,publicFieldsQty_sum,publicFieldsQty_average,publicFieldsQty_stdev,publicFieldsQty_median,publicFieldsQty_min,publicFieldsQty_max,lambdasQty_sum,lambdasQty_average,lambdasQty_stdev,lambdasQty_median,lambdasQty_min,lambdasQty_max,cbo_sum,cbo_average,cbo_stdev,cbo_median,cbo_min,cbo_max,logStatementsQty_sum,logStatementsQty_average,logStatementsQty_stdev,logStatementsQty_median,logStatementsQty_min,logStatementsQty_max,staticMethodsQty_sum,staticMethodsQty_average,staticMethodsQty_stdev,staticMethodsQty_median,staticMethodsQty_min,staticMethodsQty_max,protectedMethodsQty_sum,protectedMethodsQty_average,protectedMethodsQty_stdev,protectedMethodsQty_median,protectedMethodsQty_min,protectedMethodsQty_max,rfc_sum,rfc_average,rfc_stdev,rfc_median,rfc_min,rfc_max,returnQty_sum,returnQty_average,returnQty_stdev,returnQty_median,returnQty_min,returnQty_max,uniqueWordsQty_sum,uniqueWordsQty_average,uniqueWordsQty_stdev,uniqueWordsQty_median,uniqueWordsQty_min,uniqueWordsQty_max,wmc_sum,wmc_average,wmc_stdev,wmc_median,wmc_min,wmc_max,tryCatchQty_sum,tryCatchQty_average,tryCatchQty_stdev,tryCatchQty_median,tryCatchQty_min,tryCatchQty_max,innerClassesQty_sum,innerClassesQty_average,innerClassesQty_stdev,innerClassesQty_median,innerClassesQty_min,innerClassesQty_max,modifiers_sum,modifiers_average,modifiers_stdev,modifiers_median,modifiers_min,modifiers_max,numbersQty_sum,numbersQty_average,numbersQty_stdev,numbersQty_median,numbersQty_min,numbersQty_max,abstractMethodsQty_sum,abstractMethodsQty_average,abstractMethodsQty_stdev,abstractMethodsQty_median,abstractMethodsQty_min,abstractMethodsQty_max,visibleFieldsQty_sum,visibleFieldsQty_average,visibleFieldsQty_stdev,visibleFieldsQty_median,visibleFieldsQty_min,visibleFieldsQty_max,mathOperationsQty_sum,mathOperationsQty_average,mathOperationsQty_stdev,mathOperationsQty_median,mathOperationsQty_min,mathOperationsQty_max,finalFieldsQty_sum,finalFieldsQty_average,finalFieldsQty_stdev,finalFieldsQty_median,finalFieldsQty_min,finalFieldsQty_max,assignmentsQty_sum,assignmentsQty_average,assignmentsQty_stdev,assignmentsQty_median,assignmentsQty_min,assignmentsQty_max,synchronizedFieldsQty_sum,synchronizedFieldsQty_average,synchronizedFieldsQty_stdev,synchronizedFieldsQty_median,synchronizedFieldsQty_min,synchronizedFieldsQty_max,lcom_sum,lcom_average,lcom_stdev,lcom_median,lcom_min,lcom_max,privateMethodsQty_sum,privateMethodsQty_average,privateMethodsQty_stdev,privateMethodsQty_median,privateMethodsQty_min,privateMethodsQty_max,stringLiteralsQty_sum,stringLiteralsQty_average,stringLiteralsQty_stdev,stringLiteralsQty_median,stringLiteralsQty_min,stringLiteralsQty_max,tcc_sum,tcc_average,tcc_stdev,tcc_median,tcc_min,tcc_max
circleimageview,2.1.0,64,"Jul, 2016",2,27,13.5,19.09188309,13.5,0,27,4,2,2.828427125,2,0,4,0,0,0,0,0,0,27,13.5,19.09188309,13.5,0,27,4,2,0,2,0,2,0,NaN,0,0,0,0,0,0,0,0,0,0,36,18,24.04163056,18,0,35,285,142.5,193.0401513,142.5,0,279,26,13,18.38477631,13,0,26,2,1,1.414213562,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,4.5,6.363961031,4.5,0,9,0,0,0,0,0,0,14,7,9.899494937,7,0,14,0,0,0,0,0,0,38,19,26.87005769,19,0,38,0,0,0,0,0,0,0,0,0,0,0,0,7,3.5,4.949747468,3.5,0,7,0,0,0,0,0,0,23,11.5,13.43502884,11.5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5,0.707106781,1.5,0,2,60,30,39.59797975,30,0,58,23,11.5,16.26345597,11.5,0,23,154,77,93.33809512,77,0,143,62,31,42.42640687,31,0,61,1,0.5,0.707106781,0.5,0,1,0,0,0,0,0,0,2,1,0,1,0,1,24,12,16.97056275,12,0,24,29,14.5,19.09188309,14.5,0,28,0,0,0,0,0,0,32,16,22.627417,16,0,32,13,6.5,9.192388155,6.5,0,13,51,25.5,36.06244584,25.5,0,51,0,0,0,0,0,0,503,251.5,355.6747109,251.5,0,503,7,3.5,4.949747468,3.5,0,7,2,1,1.414213562,1,0,2,0,NaN,0,0,0,0
classgraph,4.8.65,37,"Feb, 2020",261,420,1.609195402,3.479687172,0,0,30,1006,3.85440613,7.796564192,0,0,48,115,0.440613027,2.835441562,0,0,43,650,2.490421456,4.933100934,1,0,43,430,1.647509579,1.824587289,1,0,22,-35,-0.176767677,0.382438949,0,-1,0,30,0.114942529,0.760950125,0,0,8,1638,6.275862069,11.01784181,3,0,128,21346,81.78544061,136.9981469,28,0,1042,1155,4.425287356,8.501084343,2,0,84,510,1.954022989,1.97430443,1,0,10,64,0.245210728,0.855539671,0,0,7,584,2.237547893,5.796309181,0,0,50,478,1.831417625,5.028603712,0,0,37,29,0.111111111,0.798502873,0,0,10,1618,6.199233716,13.88990223,0,0,113,1,0.003831418,0.061898446,0,0,1,2856,10.94252874,18.78912717,5,0,173,230,0.881226054,2.501782447,0,0,30,4,0.01532567,0.123080607,0,0,1,169,0.647509579,1.702453977,0,0,14,16,0.061302682,0.591670247,0,0,9,1664,6.375478927,5.850444778,5,0,35,137,0.524904215,2.324690321,0,0,22,228,0.873563218,1.958048073,0,0,12,66,0.252873563,0.839666474,0,0,5,4256,16.30651341,18.91534572,12,0,134,1493,5.720306513,12.71198441,0,0,136,18895,72.39463602,91.03034896,39,0,643,5758,22.06130268,42.70250484,4,0,358,339,1.298850575,2.358853743,0,0,22,115,0.440613027,1.13735439,0,0,8,16966,65.00383142,245.8095494,1,0,1025,1520,5.823754789,17.46291595,0,0,170,1472,5.639846743,10.43922809,3,0,119,86,0.329501916,1.018412859,0,0,10,984,3.770114943,10.96431395,0,0,134,336,1.287356322,2.359472134,0,0,13,3522,13.49425287,24.6065377,5,0,221,0,0,0,0,0,0,11645,44.61685824,468.3892599,0,0,7544,187,0.716475096,2.000979719,0,0,24,2649,10.14942529,20.75027084,3,0,197,-35,-0.176767677,0.382438949,0,-1,0
classmate,1.3.1,56,"Oct, 2015",64,66,1.03125,2.281525179,0,0,10,354,5.53125,9.82864093,2,0,52,1,0.015625,0.125,0,0,1,138,2.15625,3.107690154,1,0,17,147,2.296875,2.361595422,2,0,16,0,0,0,0,0,0,22,0.34375,1.765801675,0,0,13,579,9.046875,7.085486367,7,0,41,6069,94.828125,90.79832085,62.5,0,464,519,8.109375,6.254185107,6,0,33,69,1.078125,1.288590808,1,0,8,48,0.75,2.678544973,0,0,16,82,1.28125,5.205213351,0,0,40,43,0.671875,1.613973579,0,0,8,68,1.0625,2.159328232,0,0,13,183,2.859375,6.210250583,0,0,37,9,0.140625,0.663496929,0,0,4,1157,18.078125,22.66898076,10.5,0,87,0,0,0,0,0,0,11,0.171875,0.702708761,0,0,4,59,0.921875,2.198879134,0,0,10,0,0,0,0,0,0,456,7.125,6.984108947,4,0,34,0,0,0,0,0,0,8,0.125,0.487950036,0,0,3,38,0.59375,1.678233671,0,0,10,1032,16.125,15.27369354,11.5,0,83,364,5.6875,9.288796802,0,0,39,3886,60.71875,51.60025494,46,0,307,1005,15.703125,19.31253371,11,0,121,49,0.765625,1.883446583,0,0,9,90,1.40625,2.826848321,0,0,16,8432,131.75,340.338487,1,0,1025,517,8.078125,14.06933476,1.5,0,59,566,8.84375,6.949291959,7,0,41,3,0.046875,0.375,0,0,3,33,0.515625,1.414125873,0,0,10,106,1.65625,2.546200094,0,0,10,1444,22.5625,27.91362812,12.5,0,129,0,0,0,0,0,0,2557,39.953125,93.62631391,6,0,658,22,0.34375,1.545282118,0,0,12,391,6.109375,7.071330868,3,0,26,0,0,0,0,0,0
classnames,2.2.5,2,"Aug, 2016",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
clojure,1.8.0,4112,"Jan, 2016",118,227,1.923728814,4.918405655,0,0,41,6320,53.55932203,350.6467905,2.5,0,3759,182,1.542372881,5.034316541,0,0,42,878,7.440677966,15.06484126,3,0,114,392,3.322033898,5.857103739,2,0,48,-4,-0.035714286,0.18641093,0,-1,0,8,0.06779661,0.565818574,0,0,6,2452,20.77966102,38.74133718,9.5,0,308,30762,260.6949153,604.0068419,65,0,5578,1998,16.93220339,36.89966271,7,0,299,262,2.220338983,2.120859337,2,0,11,43,0.36440678,1.08340437,0,0,7,480,4.06779661,9.248449917,0,0,70,1128,9.559322034,29.50982521,1,0,209,13,0.110169492,0.44881417,0,0,2,1741,14.75423729,28.70686997,4,0,224,17,0.144067797,0.657311589,0,0,5,2726,23.10169492,46.29105059,8.5,0,280,212,1.796610169,4.351165129,0,0,36,40,0.338983051,1.34749111,0,0,9,470,3.983050847,13.0586992,0,0,114,0,0,0,0,0,0,1153,9.771186441,12.11230286,6,0,98,0,0,0,0,0,0,944,8,37.34981321,1,0,308,55,0.466101695,2.236764312,0,0,23,2680,22.71186441,36.15968896,10,0,230,3035,25.72033898,59.59017954,8.5,0,408,10494,88.93220339,107.3652388,48.5,0,582,7277,61.66949153,109.1323242,19,0,591,69,0.584745763,1.940685715,0,0,12,190,1.610169492,6.517607839,0,0,63,17820,151.0169492,360.1393126,1,0,1025,2942,24.93220339,72.53949456,3,0,534,2275,19.27966102,38.45318734,9,0,308,456,3.86440678,9.051528892,1,0,60,1139,9.652542373,31.67580897,1,0,273,575,4.872881356,12.68187118,2,0,113,8919,75.58474576,350.3660681,12.5,0,3718,0,0,0,0,0,0,102540,868.9830508,5300.667142,1.5,0,47266,187,1.584745763,3.075478619,0,0,14,1041,8.822033898,30.48682814,0,0,250,-4,-0.035714286,0.18641093,0,-1,0
clojurescript,1.9.946,,,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cobertura,2.1.1,29,"Feb, 2015",216,508,2.373831776,4.305304872,1,0,38,737,3.443925234,6.219319854,1,0,32,68,0.317757009,1.114127216,0,0,7,673,3.144859813,4.555608083,2,0,38,294,1.373831776,0.581779115,1,0,4,-4,-0.021857923,0.146620694,0,-1,0,5,0.023364486,0.151412405,0,0,1,1492,6.971962617,7.19475284,5,0,38,14289,66.77102804,77.3337921,39.5,0,489,1198,5.598130841,6.356187792,3,0,38,273,1.275700935,1.798191116,1,0,18,20,0.093457944,0.52241243,0,0,6,271,1.26635514,3.220982964,0,0,36,294,1.373831776,4.453248779,0,0,39,12,0.056074766,0.418622281,0,0,5,459,2.144859813,5.070632257,0,0,41,8,0.037383178,0.347363879,0,0,4,2302,10.75700935,15.16286613,5.5,0,128,51,0.238317757,1.102378552,0,0,10,12,0.056074766,0.301226778,0,0,2,216,1.009345794,2.581971904,0,0,28,0,0,0,0,0,0,1082,5.056074766,4.330981902,4,0,23,121,0.565420561,2.136848753,0,0,19,189,0.88317757,2.749374183,0,0,27,34,0.158878505,0.524507956,0,0,4,3342,15.61682243,18.78699223,9,0,104,710,3.317757009,5.640394437,1,0,31,13925,65.07009346,55.80986958,49,0,266,2884,13.47663551,17.21029597,7,0,132,220,1.028037383,2.679982986,0,0,25,20,0.093457944,0.350257056,0,0,3,19713,92.11682243,291.869336,1,0,1025,1566,7.317757009,18.94399858,2,0,167,1292,6.037383178,6.507381484,4,0,38,85,0.397196262,1.157215205,0,0,9,507,2.369158879,4.847842775,1,0,42,273,1.275700935,2.620552252,0,0,28,2872,13.42056075,18.51153042,7,0,135,0,0,0,0,0,0,6007,28.07009346,83.55712529,1,0,665,209,0.976635514,2.54802066,0,0,21,3798,17.74766355,42.7022871,3.5,0,367,-4,-0.021857923,0.146620694,0,-1,0
commander,2.9.0,3,"Apr, 2016",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
commons-codec,1.1,3005,"Nov, 2014",106,251,2.367924528,3.61036991,1,0,19,1860,17.54716981,57.77132788,3.5,0,560,34,0.320754717,1.134289539,0,0,6,325,3.066037736,3.825400988,1.5,0,19,150,1.41509434,0.754263116,1,0,4,-3,-0.030612245,0.17315041,0,-1,0,8,0.075471698,0.429797587,0,0,3,1208,11.39622642,13.09720381,8,0,93,12602,118.8867925,157.3425938,69,0,1017,1001,9.443396226,12.49615574,6.5,0,92,161,1.518867925,1.519593505,1,0,7,16,0.150943396,1.012234236,0,0,10,214,2.018867925,2.808087409,1,0,9,315,2.971698113,13.13335089,0,0,111,12,0.113207547,0.637267302,0,0,5,382,3.603773585,7.720941523,0,0,62,2,0.018867925,0.194257172,0,0,2,1631,15.38679245,19.69750806,6.5,0,120,35,0.330188679,1.152402857,0,0,8,100,0.943396226,8.940896076,0,0,92,255,2.405660377,3.320293452,1,0,18,0,0,0,0,0,0,462,4.358490566,2.564180661,4,0,12,0,0,0,0,0,0,234,2.20754717,7.125697267,0,0,54,42,0.396226415,1.066183628,0,0,7,1423,13.4245283,12.90178881,10,0,56,625,5.896226415,10.6609472,1,0,54,13901,131.1415094,228.5843155,102.5,0,2322,2474,23.33962264,31.85469594,14,0,262,97,0.91509434,1.947491302,0,0,10,18,0.169811321,0.609006969,0,0,4,5253,49.55660377,218.0300582,1,0,1025,16896,159.3962264,1071.842452,5.5,0,10916,1087,10.25471698,12.57591146,7,0,93,28,0.264150943,0.707805284,0,0,4,613,5.783018868,16.90984763,1,0,144,313,2.952830189,3.808216869,1,0,19,3423,32.29245283,80.02261192,8,0,724,0,0,0,0,0,0,13979,131.8773585,471.8281508,19,0,4278,130,1.226415094,3.071475584,0,0,27,10266,96.8490566,409.9194065,8,0,3665,-3,-0.030612245,0.17315041,0,-1,0
commons-collections,3.2.1,,,445,448,1.006741573,1.836185195,0,0,15,2462,5.53258427,25.04566899,1,0,346,55,0.123595506,0.479776241,0,0,5,728,1.635955056,2.246631472,1,0,19,1190,2.674157303,2.04000133,2,0,19,78.00720957,0.180155218,0.283535929,0,0,1,25,0.056179775,0.334217877,0,0,4,5334,11.98651685,10.96389643,9,0,70,52654,118.3235955,195.3282373,51,0,2000,4610,10.35955056,9.723482293,8,0,70,491,1.103370787,1.087650729,1,0,6,72,0.161797753,0.825208903,0,0,11,844,1.896629213,7.696267515,0,0,142,818,1.838202247,5.616166851,0,0,52,199,0.447191011,1.354013877,0,0,19,1665,3.741573034,10.73632389,0,0,102,16,0.035955056,0.371946182,0,0,6,5379,12.08764045,23.99256557,4,0,311,19,0.042696629,0.445671788,0,0,7,25,0.056179775,0.459130361,0,0,7,292,0.656179775,1.172503583,0,0,11,0,0,0,0,0,0,2582,5.802247191,4.482849639,5,0,38,0,0,0,0,0,0,796,1.788764045,5.013976821,1,0,68,418,0.939325843,2.564203421,0,0,34,6351,14.27191011,15.0671245,10,0,97,3561,8.002247191,11.59012839,5,0,99,42763,96.09662921,80.60733492,71,0,493,9561,21.48539326,31.96778908,13,0,317,821,1.84494382,7.032149647,0,0,106,188,0.42247191,1.329308634,0,0,10,55575,124.8876404,331.3714893,1,0,1025,5163,11.60224719,32.24136862,1,0,372,5050,11.34831461,10.28041644,9,0,70,26,0.058426966,0.516574168,0,0,8,740,1.662921348,5.601125651,0,0,67,390,0.876404494,1.339122214,0,0,11,7174,16.12134831,34.13504735,5,0,485,0,0,0,0,0,0,38214,85.8741573,240.5050099,21,0,2346,287,0.64494382,2.581945772,0,0,38,6432,14.45393258,49.2971845,2,0,622,69.5432008,0.160607854,0.257867325,0,0,1
commons-logging,1.1.1,,,64,54,0.84375,2.102294665,0,0,13,428,6.6875,19.90044667,2,0,149,30,0.46875,1.4903792,0,0,8,133,2.078125,4.258715387,1,0,24,139,2.171875,1.000867679,2,0,5,7.644344072,0.136506144,0.243602362,0.005263158,0,1,9,0.140625,0.88850128,0,0,7,528,8.25,8.477795461,5,0,37,4770,74.53125,116.4440009,38.5,0,697,417,6.515625,6.146342796,4,0,22,52,0.8125,1.270857728,0,0,6,11,0.171875,0.846180729,0,0,6,37,0.578125,1.412019689,0,0,7,72,1.125,2.326520667,0,0,9,49,0.765625,1.891855455,0,0,10,156,2.4375,7.784549207,0,0,48,0,0,0,0,0,0,682,10.65625,14.32083481,5,0,74,0,0,0,0,0,0,28,0.4375,2.402875262,0,0,18,67,1.046875,3.020720441,0,0,16,0,0,0,0,0,0,267,4.171875,2.504311758,4,0,11,210,3.28125,7.027087613,0,0,31,86,1.34375,3.717051016,1,0,29,54,0.84375,2.24823564,0,0,10,1085,16.953125,17.17365063,13,0,74,227,3.546875,6.950915636,1,0,38,6892,107.6875,131.8055175,84.5,0,804,992,15.5,27.94893302,7,0,163,76,1.1875,3.059593292,0,0,19,7,0.109375,0.440677239,0,0,3,3152,49.25,218.1083173,1,0,1025,159,2.484375,6.859108618,0,0,48,475,7.421875,7.030104625,4.5,0,25,0,0,0,0,0,0,165,2.578125,8.974044915,0,0,52,48,0.75,2.302517601,0,0,12,905,14.140625,20.52011571,6.5,0,104,0,0,0,0,0,0,3428,53.5625,112.4734713,8,0,612,57,0.890625,2.817841048,0,0,16,923,14.421875,27.83956571,5,0,153,6.761215577,0.120735992,0.220096669,0.005263158,0,1
compress-lzf,0.8.4,29,"Aug, 2011",16,48,3,3.098386677,2.5,0,10,103,6.4375,5.427936993,5,0,20,8,0.5,1.751190072,0,0,7,73,4.5625,3.846535238,4.5,0,10,25,1.5625,1.030776406,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,131,8.1875,4.214558103,9.5,0,15,1975,123.4375,117.3848194,95,0,492,97,6.0625,4.138739744,6,0,13,30,1.875,1.087811258,2,0,4,0,0,0,0,0,0,41,2.5625,2.657536453,2,0,9,76,4.75,7.443117626,2,0,29,17,1.0625,1.652018967,0,0,5,59,3.6875,4.96277812,1.5,0,16,0,0,0,0,0,0,292,18.25,10.48490979,14,0,47,3,0.1875,0.543905629,0,0,2,10,0.625,1.543804824,0,0,6,22,1.375,2.028957039,1,0,7,0,0,0,0,0,0,68,4.25,1.61245155,4,0,8,0,0,0,0,0,0,24,1.5,2.708012802,0.5,0,10,7,0.4375,0.727438428,0,0,2,209,13.0625,7.852547357,12,0,33,91,5.6875,5.510217782,5.5,0,17,1634,102.125,52.97656715,93.5,0,177,377,23.5625,19.34931093,23.5,0,83,2,0.125,0.341565026,0,0,1,4,0.25,0.577350269,0,0,2,16,1,0,1,0,1,380,23.75,26.531742,14.5,0,98,107,6.6875,4.629164791,6.5,0,15,0,0,0,0,0,0,168,10.5,16.52876281,6,0,54,33,2.0625,2.568235451,1.5,0,8,576,36,25.26657872,31,0,110,0,0,0,0,0,0,205,12.8125,17.59249366,3,0,53,24,1.5,2.065591118,1,0,7,91,5.6875,7.913859151,1,0,24,0,0,0,0,0,0
