project,release,maven_reuse,maven_release,class_count,cbo_sum,cbo_average,cbo_stdev,cbo_median,cbo_min,cbo_max,nosi_sum,nosi_average,nosi_stdev,nosi_median,nosi_min,nosi_max,anonymousClassesQty_sum,anonymousClassesQty_average,anonymousClassesQty_stdev,anonymousClassesQty_median,anonymousClassesQty_min,anonymousClassesQty_max,stringLiteralsQty_sum,stringLiteralsQty_average,stringLiteralsQty_stdev,stringLiteralsQty_median,stringLiteralsQty_min,stringLiteralsQty_max,loc_sum,loc_average,loc_stdev,loc_median,loc_min,loc_max,lcc_sum,lcc_average,lcc_stdev,lcc_median,lcc_min,lcc_max,logStatementsQty_sum,logStatementsQty_average,logStatementsQty_stdev,logStatementsQty_median,logStatementsQty_min,logStatementsQty_max,staticMethodsQty_sum,staticMethodsQty_average,staticMethodsQty_stdev,staticMethodsQty_median,staticMethodsQty_min,staticMethodsQty_max,synchronizedFieldsQty_sum,synchronizedFieldsQty_average,synchronizedFieldsQty_stdev,synchronizedFieldsQty_median,synchronizedFieldsQty_min,synchronizedFieldsQty_max,numbersQty_sum,numbersQty_average,numbersQty_stdev,numbersQty_median,numbersQty_min,numbersQty_max,lcom_sum,lcom_average,lcom_stdev,lcom_median,lcom_min,lcom_max,finalFieldsQty_sum,finalFieldsQty_average,finalFieldsQty_stdev,finalFieldsQty_median,finalFieldsQty_min,finalFieldsQty_max,loopQty_sum,loopQty_average,loopQty_stdev,loopQty_median,loopQty_min,loopQty_max,protectedFieldsQty_sum,protectedFieldsQty_average,protectedFieldsQty_stdev,protectedFieldsQty_median,protectedFieldsQty_min,protectedFieldsQty_max,returnQty_sum,returnQty_average,returnQty_stdev,returnQty_median,returnQty_min,returnQty_max,staticFieldsQty_sum,staticFieldsQty_average,staticFieldsQty_stdev,staticFieldsQty_median,staticFieldsQty_min,staticFieldsQty_max,variablesQty_sum,variablesQty_average,variablesQty_stdev,variablesQty_median,variablesQty_min,variablesQty_max,tryCatchQty_sum,tryCatchQty_average,tryCatchQty_stdev,tryCatchQty_median,tryCatchQty_min,tryCatchQty_max,modifiers_sum,modifiers_average,modifiers_stdev,modifiers_median,modifiers_min,modifiers_max,publicFieldsQty_sum,publicFieldsQty_average,publicFieldsQty_stdev,publicFieldsQty_median,publicFieldsQty_min,publicFieldsQty_max,privateFieldsQty_sum,privateFieldsQty_average,privateFieldsQty_stdev,privateFieldsQty_median,privateFieldsQty_min,privateFieldsQty_max,uniqueWordsQty_sum,uniqueWordsQty_average,uniqueWordsQty_stdev,uniqueWordsQty_median,uniqueWordsQty_min,uniqueWordsQty_max,protectedMethodsQty_sum,protectedMethodsQty_average,protectedMethodsQty_stdev,protectedMethodsQty_median,protectedMethodsQty_min,protectedMethodsQty_max,totalFieldsQty_sum,totalFieldsQty_average,totalFieldsQty_stdev,totalFieldsQty_median,totalFieldsQty_min,totalFieldsQty_max,defaultFieldsQty_sum,defaultFieldsQty_average,defaultFieldsQty_stdev,defaultFieldsQty_median,defaultFieldsQty_min,defaultFieldsQty_max,innerClassesQty_sum,innerClassesQty_average,innerClassesQty_stdev,innerClassesQty_median,innerClassesQty_min,innerClassesQty_max,assignmentsQty_sum,assignmentsQty_average,assignmentsQty_stdev,assignmentsQty_median,assignmentsQty_min,assignmentsQty_max,abstractMethodsQty_sum,abstractMethodsQty_average,abstractMethodsQty_stdev,abstractMethodsQty_median,abstractMethodsQty_min,abstractMethodsQty_max,comparisonsQty_sum,comparisonsQty_average,comparisonsQty_stdev,comparisonsQty_median,comparisonsQty_min,comparisonsQty_max,maxNestedBlocksQty_sum,maxNestedBlocksQty_average,maxNestedBlocksQty_stdev,maxNestedBlocksQty_median,maxNestedBlocksQty_min,maxNestedBlocksQty_max,finalMethodsQty_sum,finalMethodsQty_average,finalMethodsQty_stdev,finalMethodsQty_median,finalMethodsQty_min,finalMethodsQty_max,lambdasQty_sum,lambdasQty_average,lambdasQty_stdev,lambdasQty_median,lambdasQty_min,lambdasQty_max,tcc_sum,tcc_average,tcc_stdev,tcc_median,tcc_min,tcc_max,rfc_sum,rfc_average,rfc_stdev,rfc_median,rfc_min,rfc_max,totalMethodsQty_sum,totalMethodsQty_average,totalMethodsQty_stdev,totalMethodsQty_median,totalMethodsQty_min,totalMethodsQty_max,synchronizedMethodsQty_sum,synchronizedMethodsQty_average,synchronizedMethodsQty_stdev,synchronizedMethodsQty_median,synchronizedMethodsQty_min,synchronizedMethodsQty_max,parenthesizedExpsQty_sum,parenthesizedExpsQty_average,parenthesizedExpsQty_stdev,parenthesizedExpsQty_median,parenthesizedExpsQty_min,parenthesizedExpsQty_max,dit_sum,dit_average,dit_stdev,dit_median,dit_min,dit_max,visibleFieldsQty_sum,visibleFieldsQty_average,visibleFieldsQty_stdev,visibleFieldsQty_median,visibleFieldsQty_min,visibleFieldsQty_max,publicMethodsQty_sum,publicMethodsQty_average,publicMethodsQty_stdev,publicMethodsQty_median,publicMethodsQty_min,publicMethodsQty_max,defaultMethodsQty_sum,defaultMethodsQty_average,defaultMethodsQty_stdev,defaultMethodsQty_median,defaultMethodsQty_min,defaultMethodsQty_max,privateMethodsQty_sum,privateMethodsQty_average,privateMethodsQty_stdev,privateMethodsQty_median,privateMethodsQty_min,privateMethodsQty_max,wmc_sum,wmc_average,wmc_stdev,wmc_median,wmc_min,wmc_max,mathOperationsQty_sum,mathOperationsQty_average,mathOperationsQty_stdev,mathOperationsQty_median,mathOperationsQty_min,mathOperationsQty_max
spray-routing,1.3.3,57,"Mar, 2015",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
spring-amqp,1.7.5.RELEASE,68,"Nov, 2017",902,5051,5.599778271,7.980172429,2,0,65,1096,1.215077605,3.915913483,0,0,42,305,0.338137472,2.402798052,0,0,49,5929,6.573170732,17.18039919,1,0,233,41817,46.36031042,110.3987219,12,0,1204,-30,-0.062761506,0.242787597,0,-1,0,396,0.43902439,1.965898603,0,0,28,127,0.140798226,0.942944255,0,0,16,0,0,0,0,0,0,2383,2.641906874,11.95846196,0,0,219,25448,28.21286031,208.9585962,0,0,4724,763,0.845898004,2.625238179,0,0,34,283,0.313747228,1.273920746,0,0,15,1281,1.420177384,4.143346132,0,0,53,2013,2.231707317,5.76746714,1,0,76,1535,1.701773836,4.704919517,0,0,57,5690,6.308203991,16.64456127,1,0,225,336,0.372505543,1.289778021,0,0,16,37444,41.51219512,194.8950296,1,-1,1034,357,0.39578714,2.120588779,0,0,34,210,0.232815965,1.382910059,0,0,34,32997,36.58203991,55.39517432,16,0,642,301,0.333702882,1.423816537,0,0,22,14,0.015521064,0.21534554,0,0,5,23,0.025498891,0.201033748,0,0,3,231,0.256097561,1.223086044,0,0,25,6505,7.211751663,18.93433232,1,0,241,3904,4.328159645,8.500235992,1,0,101,927,1.027716186,4.12193546,0,0,55,582,0.645232816,1.110176167,0,0,7,26,0.028824834,0.341782483,0,0,9,66,0.073170732,0.823604818,0,0,21,-30,-0.062761506,0.242787597,0,-1,0,8715,9.661862528,19.52419223,2,0,168,4241,4.701773836,9.225788854,2,0,116,40,0.044345898,0.437207063,0,0,7,377,0.417960089,2.124177466,0,0,38,1248,1.383592018,0.968583736,1,0,7,21,0.023281596,0.232037461,0,0,4,3384,3.751662971,7.783300695,1,0,99,215,0.238359202,1.500185994,0,0,32,341,0.37804878,1.468154506,0,0,22,6949,7.703991131,17.85730732,2,0,220,777,0.861419069,2.964772337,0,0,43
spring-aop,5.2.5.RELEASE,429,"Mar, 2020",13994,82978,5.932932933,7.859360362,3,0,195,33198,2.373659374,9.058982257,0,0,343,1275,0.091162591,0.864373217,0,0,40,99332,7.102245102,36.28743137,1,0,1969,585401,41.85621336,105.5252053,12,0,4795,-1878,-0.180334166,0.384484004,0,-1,0,2145,0.153367653,1.035723254,0,0,29,3409,0.243743744,1.775575714,0,0,66,0,0,0,0,0,0,30444,2.176748177,16.05209404,0,0,1231,446794,31.94580295,278.3781859,0,0,16110,9172,0.655798656,2.148891421,0,0,99,3611,0.258186758,1.533295996,0,0,97,15188,1.085943086,2.461410376,0,0,54,35337,2.526598027,6.080196998,1,0,125,18813,1.345130845,3.688332088,0,0,234,81339,5.815744316,17.14896806,1,0,429,2812,0.201058201,0.935710488,0,0,36,902747,64.54647505,241.0775993,1,-1,1036,3908,0.279422279,1.83163356,0,0,99,1821,0.13020163,1.285543024,0,0,67,622554,44.51265551,59.28869532,23,0,726,6182,0.442013442,1.665341521,0,0,35,67,0.004790505,0.113663925,0,0,7,686,0.049049049,0.460242925,0,0,28,5871,0.41977692,2.747046253,0,0,126,90833,6.494565995,21.31202062,1,0,869,66392,4.747032747,8.281018013,2,0,168,15885,1.135778636,4.889549876,0,0,214,7596,0.543114543,1.054418557,0,0,8,563,0.04025454,0.358395572,0,0,14,5713,0.408479908,2.27453224,0,0,110,-1878,-0.180334166,0.384484004,0,-1,0,115884,8.285714286,16.11851061,2,0,291,71287,5.097025597,8.814731292,2,0,180,964,0.068926069,0.58239917,0,0,28,7389,0.528314028,2.230341165,0,0,68,23181,1.657443157,2.107069839,1,0,102,1118,0.07993708,2.222075842,0,0,234,49297,3.524739025,6.73067323,1,0,125,10731,0.767267267,4.500422695,0,0,168,5077,0.363005863,1.368735621,0,0,48,111236,7.953381953,18.45886266,3,0,923,9682,0.692263692,3.545601624,0,0,253
spring-aspects,3.1.0.RELEASE,64,"Dec, 2011",8612,40953,4.931719653,6.411181641,3,0,90,13889,1.672567437,6.376205229,0,0,205,1526,0.183766859,1.497984184,0,0,40,58074,6.99349711,31.82316635,1,0,889,348066,41.91546243,106.3463754,12,0,2279,-607,-0.110625114,0.313695923,0,-1,0,1693,0.203877649,1.235579722,0,0,31,1597,0.192316956,1.658843208,0,0,57,0,0,0,0,0,0,17625,2.122471098,12.3880532,0,0,512,239647,28.85922447,200.4261233,0,0,6411,4120,0.496146435,1.797929835,0,0,80,2241,0.269869942,1.243178252,0,0,26,8333,1.003492293,2.370553292,0,0,43,18662,2.247350674,5.365525554,1,0,109,10328,1.243737958,2.902416988,0,0,81,46242,5.568641618,17.16918833,1,0,356,3080,0.370905588,1.530673602,0,0,34,592883,71.39727842,254.8797461,1,-1,1034,2361,0.284320809,1.605787084,0,0,75,1135,0.136681118,1.173283784,0,0,75,401524,48.35308285,64.05907483,24,0,695,4946,0.59561657,1.945050276,0,0,35,62,0.007466281,0.125865469,0,0,5,560,0.06743738,0.604714214,0,0,27,2429,0.292509634,2.116631039,0,0,89,53383,6.428588632,19.2804803,1,0,383,37603,4.528299615,7.597147528,2,0,111,9453,1.138367052,4.286668739,0,0,96,5004,0.602601156,1.096158634,0,0,9,304,0.036608863,0.301521875,0,0,12,0,0,0,0,0,0,-607,-0.110625114,0.313695923,0,-1,0,58595,7.056237958,13.56205261,2,0,195,39459,4.751806358,7.92304211,2,0,114,932,0.112235067,0.866591716,0,0,26,3773,0.454359345,1.824951257,0,0,62,15106,1.819123314,2.116739976,1,0,72,300,0.036127168,0.353431902,0,0,13,30289,3.647519268,6.880050466,2,0,111,2306,0.277697495,1.876714105,0,0,67,1918,0.230973025,1.103736209,0,0,47,64909,7.816594412,15.93635599,2,0,250,5658,0.681358382,2.563064017,0,0,75
spring-beans,5.1.5.RELEASE,557,"Feb, 2019",13171,77534,5.895673333,7.668526679,3,0,151,30711,2.335259676,8.976966046,0,0,356,1297,0.098623679,0.904449714,0,0,40,94393,7.177629078,36.75444885,1,0,1930,553971,42.12386891,107.2979099,12,0,4716,-1595,-0.164772727,0.370994467,0,-1,0,2048,0.155729602,1.026680789,0,0,29,3055,0.232301726,1.794315448,0,0,67,0,0,0,0,0,0,28969,2.202798266,16.24205717,0,0,1225,406191,30.88670063,264.1195298,0,0,12341,8570,0.651661471,2.148184505,0,0,97,3454,0.262641624,1.541833283,0,0,89,14437,1.097787241,2.490411202,0,0,54,32783,2.492814235,6.01555064,1,0,122,18071,1.374116037,3.727294752,0,0,228,75251,5.722074367,16.88872367,1,0,517,3684,0.280130789,1.271447131,0,0,39,855883,65.08121055,242.3009603,1,-1,1036,3713,0.282335944,1.846066348,0,0,97,1964,0.149342255,1.309883222,0,0,67,591676,44.99095126,59.4817951,23,0,726,5973,0.454185993,1.641203005,0,0,34,61,0.004638431,0.114605309,0,0,7,673,0.051174816,0.468194441,0,0,28,5303,0.403239297,2.546848078,0,0,104,85024,6.465211771,21.27464768,1,0,855,61971,4.712265227,8.092625435,2,0,154,15153,1.152231769,4.997012278,0,0,228,7369,0.560337617,1.061381269,0,0,8,533,0.040529237,0.358216741,0,0,14,2625,0.199604593,1.403608547,0,0,73,-1595,-0.164772727,0.370994467,0,-1,0,103304,7.855220135,15.35190836,2,0,239,66249,5.037563683,8.583198033,2,0,158,934,0.071021215,0.589106831,0,0,28,6822,0.518743822,2.235372897,0,0,68,21944,1.668618356,2.143481387,1,0,102,997,0.075811725,2.232416136,0,0,228,50792,3.862215801,7.513113175,2,0,154,5032,0.382632499,2.103131709,0,0,100,4452,0.338529389,1.307738511,0,0,50,105305,8.007375865,18.67201864,3,0,898,9271,0.704965402,3.569998197,0,0,246
spring-boot-autoconfigure,2.1.3.RELEASE,840,"Feb, 2019",7564,41791,5.564713715,5.84454869,4,0,98,7252,0.965645806,4.228352334,0,0,217,222,0.029560586,0.253208877,0,0,9,34349,4.573768309,15.67387465,1,0,366,207298,27.60292943,51.91023519,11,0,1010,-1121,-0.218646382,0.413368443,0,-1,0,573,0.076298269,0.926323084,0,0,48,869,0.115712383,0.613737824,0,0,14,0,0,0,0,0,0,6538,0.87057257,4.132609996,0,0,122,78974,10.51584554,83.29060107,0,0,3106,4173,0.555659121,1.257193153,0,0,16,1309,0.174300932,0.7371973,0,0,13,7656,1.019440746,2.002700323,0,0,51,13601,1.811051931,3.604366972,1,0,81,8210,1.093209055,2.083640393,0,0,51,27605,3.675765646,8.680578455,1,0,182,1034,0.137683089,0.658860512,0,0,20,210706,28.05672437,151.5808928,1,-1,1036,1258,0.167509987,0.740300842,0,0,16,418,0.055659121,0.374072206,0,0,10,202644,26.98322237,30.37857176,18,0,515,1395,0.18575233,0.85364451,0,0,24,13,0.001731025,0.052854964,0,0,3,21,0.002796272,0.052809316,0,0,1,3350,0.446071904,1.846905865,0,0,75,26159,3.48322237,8.491222749,1,0,217,23578,3.13954727,5.551556856,2,0,200,3351,0.44620506,1.687291489,0,0,33,3027,0.403062583,0.783445848,0,0,6,98,0.013049268,0.164307921,0,0,6,3785,0.503994674,2.3603175,0,0,67,-1121,-0.218646382,0.413368443,0,-1,0,49598,6.604260985,12.20827308,2,0,210,27524,3.664980027,6.237637551,2,0,205,168,0.022370173,0.219031212,0,0,5,1469,0.195605859,0.921304566,0,0,21,9874,1.314780293,0.804324722,1,0,13,115,0.015312916,0.218726144,0,0,11,20487,2.727962716,5.401785067,1,0,200,1609,0.21424767,0.67430787,0,0,13,4033,0.53701731,1.676977396,0,0,34,36621,4.876298269,8.91659524,2,0,206,3094,0.411984021,1.774222483,0,0,51
spring-boot-configuration-processor,2.1.6.RELEASE,559,"Jun, 2019",7614,42126,5.572959386,5.872571964,4,0,98,7309,0.966926842,4.283943753,0,0,226,228,0.03016272,0.264590858,0,0,9,34720,4.593200159,15.79744977,1,0,382,209274,27.68540812,52.25944638,11,0,1010,-1121,-0.217669903,0.412701816,0,-1,0,576,0.076200556,0.932642043,0,0,48,871,0.115226882,0.610466766,0,0,14,0,0,0,0,0,0,6588,0.871543855,4.138068785,0,0,122,79819,10.55946554,84.56421375,0,0,3349,4192,0.55457071,1.256327704,0,0,16,1318,0.174361688,0.737620895,0,0,13,7702,1.018917846,2.000935702,0,0,51,13689,1.81095383,3.612349321,1,0,81,8256,1.092207964,2.081138314,0,0,51,27949,3.697446752,8.764215087,1,0,183,1063,0.140627067,0.687228349,0,0,23,211878,28.02989813,151.5365044,1,-1,1036,1260,0.166688715,0.737959917,0,0,16,418,0.05529832,0.372529403,0,0,10,204163,27.00926048,30.45206574,18,0,515,1405,0.185871147,0.855832459,0,0,24,14,0.001852097,0.05392024,0,0,3,21,0.002778145,0.052638329,0,0,1,3372,0.446090753,1.849661219,0,0,75,26403,3.492922344,8.538856065,1,0,218,23758,3.143008334,5.56187272,2,0,200,3374,0.446355338,1.687084834,0,0,33,3056,0.404286281,0.78542737,0,0,6,98,0.012964678,0.163777784,0,0,6,3902,0.516205847,2.404837807,0,0,67,-1121,-0.217669903,0.412701816,0,-1,0,50172,6.637385898,12.29251766,2,0,210,27735,3.669136129,6.249292201,2,0,205,168,0.022225162,0.218327428,0,0,5,1484,0.196322265,0.924845793,0,0,21,9958,1.317370022,0.814465451,1,0,13,115,0.015213653,0.218019432,0,0,11,20640,2.73051991,5.40916559,1,0,200,1625,0.214975526,0.676180059,0,0,13,4065,0.537769546,1.678710568,0,0,34,36927,4.885169996,8.936016183,2,0,206,3119,0.412620717,1.774985548,0,0,51
spring-boot-starter,2.1.6.RELEASE,568,"Jun, 2019",7614,42126,5.572959386,5.872571964,4,0,98,7309,0.966926842,4.283943753,0,0,226,228,0.03016272,0.264590858,0,0,9,34720,4.593200159,15.79744977,1,0,382,209274,27.68540812,52.25944638,11,0,1010,-1121,-0.217669903,0.412701816,0,-1,0,576,0.076200556,0.932642043,0,0,48,871,0.115226882,0.610466766,0,0,14,0,0,0,0,0,0,6588,0.871543855,4.138068785,0,0,122,79819,10.55946554,84.56421375,0,0,3349,4192,0.55457071,1.256327704,0,0,16,1318,0.174361688,0.737620895,0,0,13,7702,1.018917846,2.000935702,0,0,51,13689,1.81095383,3.612349321,1,0,81,8256,1.092207964,2.081138314,0,0,51,27949,3.697446752,8.764215087,1,0,183,1063,0.140627067,0.687228349,0,0,23,211878,28.02989813,151.5365044,1,-1,1036,1260,0.166688715,0.737959917,0,0,16,418,0.05529832,0.372529403,0,0,10,204163,27.00926048,30.45206574,18,0,515,1405,0.185871147,0.855832459,0,0,24,14,0.001852097,0.05392024,0,0,3,21,0.002778145,0.052638329,0,0,1,3372,0.446090753,1.849661219,0,0,75,26403,3.492922344,8.538856065,1,0,218,23758,3.143008334,5.56187272,2,0,200,3374,0.446355338,1.687084834,0,0,33,3056,0.404286281,0.78542737,0,0,6,98,0.012964678,0.163777784,0,0,6,3902,0.516205847,2.404837807,0,0,67,-1121,-0.217669903,0.412701816,0,-1,0,50172,6.637385898,12.29251766,2,0,210,27735,3.669136129,6.249292201,2,0,205,168,0.022225162,0.218327428,0,0,5,1484,0.196322265,0.924845793,0,0,21,9958,1.317370022,0.814465451,1,0,13,115,0.015213653,0.218019432,0,0,11,20640,2.73051991,5.40916559,1,0,200,1625,0.214975526,0.676180059,0,0,13,4065,0.537769546,1.678710568,0,0,34,36927,4.885169996,8.936016183,2,0,206,3119,0.412620717,1.774985548,0,0,51
spring-boot-starter-aop,2.3.3.RELEASE,426,"Aug, 2020",9182,49412,5.42214419,5.955709843,4,0,135,9795,1.074838143,3.755460765,0,0,112,257,0.02820147,0.247851218,0,0,9,44465,4.879293317,16.34665226,1,0,436,258298,28.34390431,54.74611388,11,0,1381,-1339,-0.21424,0.410326896,0,-1,0,664,0.072862943,0.946762134,0,0,48,1170,0.128388017,0.657884745,0,0,15,0,0,0,0,0,0,8415,0.923406123,5.059810591,0,0,273,100092,10.98343026,87.0248749,0,0,4363,5134,0.563371008,1.289930835,0,0,17,1569,0.172171623,0.733679818,0,0,14,9189,1.008339734,2.015669689,0,0,56,16813,1.844946779,3.61418393,1,0,85,9713,1.065840009,2.085436351,0,0,56,35285,3.871941183,9.146641867,1,0,213,1440,0.158016021,0.775252156,0,0,23,269814,29.60759355,157.5600081,1,-1,1036,1500,0.164600022,0.728895334,0,0,15,216,0.023702403,0.29086175,0,0,13,259518,28.477779,30.58889331,19,0,525,1662,0.182376824,0.883146867,0,0,29,17,0.001865467,0.058297742,0,0,3,37,0.004060134,0.086924942,0,0,5,4108,0.450784593,1.998193238,0,0,101,32590,3.57620981,8.658513463,1,0,250,29306,3.215845495,5.688547556,2,0,210,3811,0.418193789,1.623712547,0,0,43,3701,0.406123121,0.785481902,0,0,6,138,0.015143202,0.184421312,0,0,7,5748,0.630747284,2.878549544,0,0,96,-1339,-0.21424,0.410326896,0,-1,0,62904,6.90266652,12.76343422,2,0,242,34212,3.754197301,6.334866327,2,0,215,199,0.021836936,0.219908605,0,0,6,1781,0.195435093,0.924434793,0,0,30,12111,1.328980577,0.854140629,1,0,16,271,0.029737737,0.241842565,0,0,8,11067,1.214418962,3.185738106,0,0,95,16466,1.806869308,4.890707288,1,0,210,5017,0.550532207,1.655364146,0,0,32,44947,4.932184791,8.801089967,2,0,216,3506,0.384725118,1.688582799,0,0,46
spring-boot-starter-test,2.1.1.RELEASE,845,"Nov, 2018",7556,41605,5.545854439,5.813431919,4,0,96,7186,0.957877899,4.227163281,0,0,217,244,0.03252466,0.272761088,0,0,9,34220,4.56145028,15.6405053,1,0,366,206973,27.58904292,51.93394893,11,0,1016,-1117,-0.218377322,0.413185241,0,-1,0,571,0.076113037,0.926259971,0,0,48,866,0.115435884,0.613585749,0,0,14,0,0,0,0,0,0,6426,0.856571581,4.105651627,0,0,122,78761,10.49866702,83.24780301,0,0,3106,4168,0.555585177,1.255321746,0,0,16,1307,0.174220208,0.736546146,0,0,13,7645,1.019061584,2.001674882,0,0,51,13570,1.808850973,3.598276341,1,0,81,8196,1.092508664,2.082353245,0,0,51,27423,3.65542522,8.614948689,1,0,180,1066,0.142095441,0.665340372,0,0,19,210498,28.05891762,151.663721,1,-1,1036,1256,0.167422021,0.73983517,0,0,16,415,0.055318582,0.373435105,0,0,10,202024,26.92935217,30.3520967,18,0,515,1395,0.185950413,0.854858147,0,0,24,13,0.001732871,0.052883111,0,0,3,21,0.002799254,0.052837391,0,0,1,3327,0.443481738,1.837105016,0,0,75,26053,3.472807251,8.451086966,1,0,217,23507,3.133431085,5.539250878,2,0,200,3348,0.446280992,1.688589151,0,0,33,3026,0.403359104,0.783055739,0,0,6,98,0.013063183,0.164394964,0,0,6,3666,0.488669688,2.321871252,0,0,64,-1117,-0.218377322,0.413185241,0,-1,0,49356,6.579045588,12.14804813,2,0,209,27442,3.657957878,6.223884994,2,0,205,168,0.022394028,0.219146763,0,0,5,1474,0.196480938,0.9247365,0,0,21,9867,1.315249267,0.804221256,1,0,13,115,0.015329246,0.218842179,0,0,11,20421,2.722074114,5.389279237,1,0,200,1603,0.213676353,0.672708384,0,0,13,4023,0.536256998,1.674070313,0,0,34,36566,4.874166889,8.924704015,2,0,206,3089,0.411756865,1.772754557,0,0,51
spring-boot-starter-web,2.1.3.RELEASE,695,"Feb, 2019",7564,41791,5.564713715,5.84454869,4,0,98,7252,0.965645806,4.228352334,0,0,217,222,0.029560586,0.253208877,0,0,9,34349,4.573768309,15.67387465,1,0,366,207298,27.60292943,51.91023519,11,0,1010,-1121,-0.218646382,0.413368443,0,-1,0,573,0.076298269,0.926323084,0,0,48,869,0.115712383,0.613737824,0,0,14,0,0,0,0,0,0,6538,0.87057257,4.132609996,0,0,122,78974,10.51584554,83.29060107,0,0,3106,4173,0.555659121,1.257193153,0,0,16,1309,0.174300932,0.7371973,0,0,13,7656,1.019440746,2.002700323,0,0,51,13601,1.811051931,3.604366972,1,0,81,8210,1.093209055,2.083640393,0,0,51,27605,3.675765646,8.680578455,1,0,182,1034,0.137683089,0.658860512,0,0,20,210706,28.05672437,151.5808928,1,-1,1036,1258,0.167509987,0.740300842,0,0,16,418,0.055659121,0.374072206,0,0,10,202644,26.98322237,30.37857176,18,0,515,1395,0.18575233,0.85364451,0,0,24,13,0.001731025,0.052854964,0,0,3,21,0.002796272,0.052809316,0,0,1,3350,0.446071904,1.846905865,0,0,75,26159,3.48322237,8.491222749,1,0,217,23578,3.13954727,5.551556856,2,0,200,3351,0.44620506,1.687291489,0,0,33,3027,0.403062583,0.783445848,0,0,6,98,0.013049268,0.164307921,0,0,6,3785,0.503994674,2.3603175,0,0,67,-1121,-0.218646382,0.413368443,0,-1,0,49598,6.604260985,12.20827308,2,0,210,27524,3.664980027,6.237637551,2,0,205,168,0.022370173,0.219031212,0,0,5,1469,0.195605859,0.921304566,0,0,21,9874,1.314780293,0.804324722,1,0,13,115,0.015312916,0.218726144,0,0,11,20487,2.727962716,5.401785067,1,0,200,1609,0.21424767,0.67430787,0,0,13,4033,0.53701731,1.676977396,0,0,34,36621,4.876298269,8.91659524,2,0,206,3094,0.411984021,1.774222483,0,0,51
