project,release,maven_reuse,maven_release,class_count,cbo_sum,cbo_average,cbo_stdev,cbo_median,cbo_min,cbo_max,nosi_sum,nosi_average,nosi_stdev,nosi_median,nosi_min,nosi_max,anonymousClassesQty_sum,anonymousClassesQty_average,anonymousClassesQty_stdev,anonymousClassesQty_median,anonymousClassesQty_min,anonymousClassesQty_max,stringLiteralsQty_sum,stringLiteralsQty_average,stringLiteralsQty_stdev,stringLiteralsQty_median,stringLiteralsQty_min,stringLiteralsQty_max,loc_sum,loc_average,loc_stdev,loc_median,loc_min,loc_max,lcc_sum,lcc_average,lcc_stdev,lcc_median,lcc_min,lcc_max,logStatementsQty_sum,logStatementsQty_average,logStatementsQty_stdev,logStatementsQty_median,logStatementsQty_min,logStatementsQty_max,staticMethodsQty_sum,staticMethodsQty_average,staticMethodsQty_stdev,staticMethodsQty_median,staticMethodsQty_min,staticMethodsQty_max,synchronizedFieldsQty_sum,synchronizedFieldsQty_average,synchronizedFieldsQty_stdev,synchronizedFieldsQty_median,synchronizedFieldsQty_min,synchronizedFieldsQty_max,numbersQty_sum,numbersQty_average,numbersQty_stdev,numbersQty_median,numbersQty_min,numbersQty_max,lcom_sum,lcom_average,lcom_stdev,lcom_median,lcom_min,lcom_max,finalFieldsQty_sum,finalFieldsQty_average,finalFieldsQty_stdev,finalFieldsQty_median,finalFieldsQty_min,finalFieldsQty_max,loopQty_sum,loopQty_average,loopQty_stdev,loopQty_median,loopQty_min,loopQty_max,protectedFieldsQty_sum,protectedFieldsQty_average,protectedFieldsQty_stdev,protectedFieldsQty_median,protectedFieldsQty_min,protectedFieldsQty_max,returnQty_sum,returnQty_average,returnQty_stdev,returnQty_median,returnQty_min,returnQty_max,staticFieldsQty_sum,staticFieldsQty_average,staticFieldsQty_stdev,staticFieldsQty_median,staticFieldsQty_min,staticFieldsQty_max,variablesQty_sum,variablesQty_average,variablesQty_stdev,variablesQty_median,variablesQty_min,variablesQty_max,tryCatchQty_sum,tryCatchQty_average,tryCatchQty_stdev,tryCatchQty_median,tryCatchQty_min,tryCatchQty_max,modifiers_sum,modifiers_average,modifiers_stdev,modifiers_median,modifiers_min,modifiers_max,publicFieldsQty_sum,publicFieldsQty_average,publicFieldsQty_stdev,publicFieldsQty_median,publicFieldsQty_min,publicFieldsQty_max,privateFieldsQty_sum,privateFieldsQty_average,privateFieldsQty_stdev,privateFieldsQty_median,privateFieldsQty_min,privateFieldsQty_max,uniqueWordsQty_sum,uniqueWordsQty_average,uniqueWordsQty_stdev,uniqueWordsQty_median,uniqueWordsQty_min,uniqueWordsQty_max,protectedMethodsQty_sum,protectedMethodsQty_average,protectedMethodsQty_stdev,protectedMethodsQty_median,protectedMethodsQty_min,protectedMethodsQty_max,totalFieldsQty_sum,totalFieldsQty_average,totalFieldsQty_stdev,totalFieldsQty_median,totalFieldsQty_min,totalFieldsQty_max,defaultFieldsQty_sum,defaultFieldsQty_average,defaultFieldsQty_stdev,defaultFieldsQty_median,defaultFieldsQty_min,defaultFieldsQty_max,innerClassesQty_sum,innerClassesQty_average,innerClassesQty_stdev,innerClassesQty_median,innerClassesQty_min,innerClassesQty_max,assignmentsQty_sum,assignmentsQty_average,assignmentsQty_stdev,assignmentsQty_median,assignmentsQty_min,assignmentsQty_max,abstractMethodsQty_sum,abstractMethodsQty_average,abstractMethodsQty_stdev,abstractMethodsQty_median,abstractMethodsQty_min,abstractMethodsQty_max,comparisonsQty_sum,comparisonsQty_average,comparisonsQty_stdev,comparisonsQty_median,comparisonsQty_min,comparisonsQty_max,maxNestedBlocksQty_sum,maxNestedBlocksQty_average,maxNestedBlocksQty_stdev,maxNestedBlocksQty_median,maxNestedBlocksQty_min,maxNestedBlocksQty_max,finalMethodsQty_sum,finalMethodsQty_average,finalMethodsQty_stdev,finalMethodsQty_median,finalMethodsQty_min,finalMethodsQty_max,lambdasQty_sum,lambdasQty_average,lambdasQty_stdev,lambdasQty_median,lambdasQty_min,lambdasQty_max,tcc_sum,tcc_average,tcc_stdev,tcc_median,tcc_min,tcc_max,rfc_sum,rfc_average,rfc_stdev,rfc_median,rfc_min,rfc_max,totalMethodsQty_sum,totalMethodsQty_average,totalMethodsQty_stdev,totalMethodsQty_median,totalMethodsQty_min,totalMethodsQty_max,synchronizedMethodsQty_sum,synchronizedMethodsQty_average,synchronizedMethodsQty_stdev,synchronizedMethodsQty_median,synchronizedMethodsQty_min,synchronizedMethodsQty_max,parenthesizedExpsQty_sum,parenthesizedExpsQty_average,parenthesizedExpsQty_stdev,parenthesizedExpsQty_median,parenthesizedExpsQty_min,parenthesizedExpsQty_max,dit_sum,dit_average,dit_stdev,dit_median,dit_min,dit_max,visibleFieldsQty_sum,visibleFieldsQty_average,visibleFieldsQty_stdev,visibleFieldsQty_median,visibleFieldsQty_min,visibleFieldsQty_max,publicMethodsQty_sum,publicMethodsQty_average,publicMethodsQty_stdev,publicMethodsQty_median,publicMethodsQty_min,publicMethodsQty_max,defaultMethodsQty_sum,defaultMethodsQty_average,defaultMethodsQty_stdev,defaultMethodsQty_median,defaultMethodsQty_min,defaultMethodsQty_max,privateMethodsQty_sum,privateMethodsQty_average,privateMethodsQty_stdev,privateMethodsQty_median,privateMethodsQty_min,privateMethodsQty_max,wmc_sum,wmc_average,wmc_stdev,wmc_median,wmc_min,wmc_max,mathOperationsQty_sum,mathOperationsQty_average,mathOperationsQty_stdev,mathOperationsQty_median,mathOperationsQty_min,mathOperationsQty_max
grizzled-slf4j,1.0.2,49,"Apr, 2014",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
gson,2.8.5,,,815,2309,2.833128834,3.593487407,2,0,28,798,0.979141104,3.93757265,0,0,49,311,0.381595092,2.297933033,0,0,38,3763,4.617177914,19.68463149,0,0,358,28658,35.16319018,101.164736,7,0,1585,-137.131049,-0.228933304,0.764335905,0,-1,1,0,0,0,0,0,0,122,0.149693252,1.0241179,0,0,21,0,0,0,0,0,0,1913,2.347239264,9.532611251,0,0,129,13680,16.78527607,292.1352414,0,0,8256,463,0.56809816,2.529912098,0,0,52,231,0.283435583,1.267398029,0,0,19,428,0.525153374,1.918241144,0,0,42,1191,1.461349693,4.961093408,0,0,82,900,1.104294479,3.295841876,0,0,52,4165,5.110429448,14.80105836,1,0,157,340,0.417177914,3.752175374,0,0,90,15408,18.90552147,112.8050967,1,-1,1033,200,0.245398773,2.163160466,0,0,52,128,0.157055215,1.877022883,0,0,52,19450,23.86503067,44.37888514,10,0,481,59,0.072392638,0.268604626,0,0,2,6,0.007361963,0.121193026,0,0,2,1,0.001226994,0.035028472,0,0,1,310,0.380368098,1.649244444,0,0,21,4860,5.963190184,19.42031206,1,0,301,2339,2.86993865,7.675082813,1,0,124,820,1.006134969,6.390542125,0,0,149,324,0.397546012,0.862254553,0,0,7,13,0.01595092,0.15982422,0,0,3,0,0,0,0,0,0,-145.0395681,-0.242136174,0.748404904,0,-1,1,3775,4.63190184,9.792789966,0,0,89,2539,3.115337423,8.127754365,1,0,129,30,0.036809816,0.413078134,0,0,7,239,0.293251534,1.66438074,0,0,28,1094,1.342331288,0.795788647,1,0,8,343,0.420858896,1.923169668,0,0,36,2122,2.603680982,7.513377828,1,0,124,152,0.186503067,0.588225514,0,0,6,206,0.252760736,1.085945103,0,0,16,4649,5.704294479,19.15242541,1,0,360,539,0.661349693,3.840897935,0,0,89
guava,18,,,6484,20932,3.77833935,5.325372825,2,0,85,24320,4.389891697,20.96387351,0,0,451,2120,0.38267148,5.109572742,0,0,333,17650,3.185920578,20.26631903,0,0,630,224378,40.50144404,133.276365,10,0,5605,-952,-0.258836324,0.438055081,0,-1,0,77,0.013898917,0.180233637,0,0,7,2681,0.483935018,2.714213729,0,0,79,0,0,0,0,0,0,44559,8.043140794,270.2298182,0,0,20020,1379655,249.0351986,13256.86573,0,0,980700,2845,0.513537906,2.215097985,0,0,93,2906,0.524548736,2.553902082,0,0,69,2287,0.412815884,1.208898379,0,0,17,13268,2.394945848,5.717358247,1,0,118,4058,0.732490975,2.451904272,0,0,93,24771,4.471299639,25.60919943,0,0,1400,2495,0.450361011,2.879895552,0,0,114,358492,64.70974729,241.7407956,1,-1,1036,1469,0.265162455,2.011677246,0,0,90,318,0.057400722,1.643521783,0,0,81,155444,28.05848375,51.31937011,11,0,565,1567,0.282851986,1.009770909,0,0,23,35,0.00631769,0.177635104,0,0,8,32,0.005776173,0.149510341,0,0,6,1680,0.303249097,1.989888754,0,0,68,27374,4.941155235,26.6360966,0,0,1400,26937,4.862274368,21.99221052,1,0,1401,2545,0.459386282,2.469816415,0,0,95,2430,0.438628159,0.844053953,0,0,10,388,0.070036101,0.475966153,0,0,13,0,0,0,0,0,0,-952,-0.258836324,0.438055081,0,-1,0,36962,6.671841155,15.521188,2,0,365,28551,5.153610108,22.24847081,2,0,1401,489,0.088267148,0.842737885,0,0,25,1354,0.244404332,1.291931754,0,0,28,10622,1.91732852,2.738337098,1,0,118,1421,0.256498195,1.070583212,0,0,26,21815,3.937725632,21.85536296,1,0,1401,3514,0.634296029,2.013364077,0,0,60,1655,0.298736462,1.826001799,0,0,106,39481,7.126534296,24.9444094,2,0,1401,3215,0.58032491,2.659915397,0,0,49
guava,2.8.0,398,"Aug, 2019",973,4372,4.49331963,5.140736062,3,0,47,4226,4.343268243,16.20049752,0,0,177,190,0.195272354,1.385884993,0,0,32,3780,3.884892086,13.23206558,0,0,180,53387,54.8684481,149.7396889,16,0,2780,-88,-0.117962466,0.322780086,0,-1,0,42,0.043165468,0.410994791,0,0,8,390,0.400822199,1.409724947,0,0,15,0,0,0,0,0,0,6762,6.949640288,33.61379745,0,0,637,80883,83.1274409,756.9085219,0,0,15576,1186,1.218910586,2.823397984,0,0,38,685,0.704008222,2.892937755,0,0,40,720,0.739979445,2.1075054,0,0,20,2783,2.860226105,7.483520355,1,0,155,1837,1.887975334,3.678822347,0,0,39,7572,7.782117163,22.30225885,1,0,266,428,0.43987667,2.484878711,0,0,41,75264,77.35251799,252.4452678,16,-1,1034,436,0.448098664,1.992431405,0,0,38,119,0.122302158,1.525653757,0,0,38,37319,38.35457348,56.82534675,24,0,701,251,0.257965057,1.852106678,0,0,53,6,0.006166495,0.135942833,0,0,4,41,0.042137718,0.491985514,0,0,11,338,0.347379239,1.554426117,0,0,33,7445,7.651593011,22.22279837,1,0,359,5156,5.299075026,12.61237427,2,0,177,1417,1.456320658,6.89600839,0,0,157,688,0.70709147,1.036137706,0,0,7,50,0.051387461,0.427249104,0,0,11,944,0.970195272,5.293848404,0,0,86,-88,-0.117962466,0.322780086,0,-1,0,10228,10.51181912,20.65389674,3,0,290,5706,5.864337102,12.87659425,3,0,177,53,0.054470709,0.437577803,0,0,7,1246,1.28057554,6.066198842,0,0,142,1635,1.68036999,1.676389868,1,0,22,957,0.983556012,2.630099768,0,0,39,4171,4.286742035,11.53519391,2,0,177,724,0.744090442,2.770226499,0,0,53,560,0.575539568,1.821142928,0,0,17,9671,9.939362795,25.65855697,4,0,512,1526,1.568345324,5.113999288,0,0,68
gwt,2.5.1,,,3412,15416,4.518171161,6.113359733,3,0,64,21764,6.37866354,23.94000102,0,0,407,1177,0.3450601,2.637028468,0,0,104,21887,6.416593374,27.93133086,0,0,687,128111,37.5471864,110.3517595,9,0,2363,-58.69864383,-0.030668048,0.544824308,0,-1,1,281,0.082380534,1.189377603,0,0,48,893,0.261723329,2.12696396,0,0,68,0,0,0,0,0,0,25267,7.40750513,57.50661206,0,0,1767,95656,28.03516999,226.6510302,0,0,6000,890,0.26084408,1.909553261,0,0,59,1193,0.3496483,2.211207134,0,0,55,1385,0.405920281,1.959334484,0,0,49,4108,1.203985932,4.706639515,0,0,141,2275,0.666764361,3.037347469,0,0,105,17912,5.251245969,26.58061209,0,0,854,1384,0.405627198,3.606592386,0,0,138,89482,26.23336265,155.1658617,1,-1,1034,758,0.222157093,1.922845185,0,0,59,257,0.075322392,1.161742611,0,0,59,81954,24.02638522,35.49400687,13,0,458,919,0.269343494,1.105073894,0,0,20,5,0.001465416,0.051345636,0,0,2,111,0.032532239,0.404963677,0,0,15,1009,0.295807681,1.735478506,0,0,43,20050,5.87804163,28.76745302,0,0,873,11912,3.491207503,7.196263083,1,0,121,1829,0.536049238,4.058158478,0,0,127,927,0.27176781,0.636400997,0,0,6,91,0.026670574,0.313187609,0,0,8,0,0,0,0,0,0,-81.57797498,-0.042621722,0.530357241,0,-1,1,19227,5.635111372,12.04606999,1,0,152,13078,3.832942556,8.046711641,1,0,123,43,0.012602579,0.153583301,0,0,3,437,0.128077374,0.965398159,0,0,34,7345,2.152696366,2.687770778,1,0,116,522,0.152989449,1.88064713,0,0,102,9630,2.822391559,6.698656085,1,0,119,1319,0.386576788,2.179372475,0,0,52,1210,0.354630715,2.211540375,0,0,68,18911,5.542497069,14.71195971,2,0,256,2296,0.673116388,3.545536402,0,0,98
hamcrest-core,1.3,3616,"Jul, 2012",224,910,4.0625,2.892021652,4,0,13,1268,5.660714286,11.60489581,1,0,67,23,0.102678571,0.370664129,0,0,3,1481,6.611607143,12.21357214,2,0,111,5750,25.66964286,25.48907737,19,0,165,-6,-0.032786885,0.178566925,0,-1,0,0,0,0,0,0,0,180,0.803571429,1.425830169,0,0,7,0,0,0,0,0,0,444,1.982142857,6.195589554,0,0,42,1512,6.75,12.71135222,1,0,91,145,0.647321429,1.086274732,0,0,7,60,0.267857143,0.857383054,0,0,7,178,0.794642857,1.299454131,0,0,8,477,2.129464286,2.968629355,1,0,28,195,0.870535714,1.321172084,0,0,8,486,2.169642857,3.431294629,1,0,20,20,0.089285714,0.391697958,0,0,4,12942,57.77678571,230.6677268,1,-1,1025,32,0.142857143,0.516232347,0,0,4,6,0.026785714,0.187493327,0,0,2,7776,34.71428571,27.58108423,32,0,168,95,0.424107143,0.723437923,0,0,5,0,0,0,0,0,0,1,0.004464286,0.06681531,0,0,1,50,0.223214286,0.864961405,0,0,8,526,2.348214286,3.853156231,1,0,22,909,4.058035714,2.772579974,4,0,17,81,0.361607143,1.821286469,0,0,24,101,0.450892857,0.818671738,0,0,4,12,0.053571429,0.278988748,0,0,2,0,0,0,0,0,0,-6,-0.032786885,0.178566925,0,-1,0,1264,5.642857143,6.174382405,4,0,36,988,4.410714286,3.071797275,4,0,17,12,0.053571429,0.294624051,0,0,2,29,0.129464286,1.000550377,0,0,14,452,2.017857143,1.02421045,2,0,5,10,0.044642857,0.264096492,0,0,2,788,3.517857143,2.698553483,3,0,17,26,0.116071429,0.564185761,0,0,6,79,0.352678571,1.031213297,0,0,6,1252,5.589285714,5.421355499,4,0,48,101,0.450892857,1.523301556,0,0,16
hamcrest-library,1.3,4555,"Jul, 2012",224,910,4.0625,2.892021652,4,0,13,1268,5.660714286,11.60489581,1,0,67,23,0.102678571,0.370664129,0,0,3,1481,6.611607143,12.21357214,2,0,111,5750,25.66964286,25.48907737,19,0,165,-6,-0.032786885,0.178566925,0,-1,0,0,0,0,0,0,0,180,0.803571429,1.425830169,0,0,7,0,0,0,0,0,0,444,1.982142857,6.195589554,0,0,42,1512,6.75,12.71135222,1,0,91,145,0.647321429,1.086274732,0,0,7,60,0.267857143,0.857383054,0,0,7,178,0.794642857,1.299454131,0,0,8,477,2.129464286,2.968629355,1,0,28,195,0.870535714,1.321172084,0,0,8,486,2.169642857,3.431294629,1,0,20,20,0.089285714,0.391697958,0,0,4,12942,57.77678571,230.6677268,1,-1,1025,32,0.142857143,0.516232347,0,0,4,6,0.026785714,0.187493327,0,0,2,7776,34.71428571,27.58108423,32,0,168,95,0.424107143,0.723437923,0,0,5,0,0,0,0,0,0,1,0.004464286,0.06681531,0,0,1,50,0.223214286,0.864961405,0,0,8,526,2.348214286,3.853156231,1,0,22,909,4.058035714,2.772579974,4,0,17,81,0.361607143,1.821286469,0,0,24,101,0.450892857,0.818671738,0,0,4,12,0.053571429,0.278988748,0,0,2,0,0,0,0,0,0,-6,-0.032786885,0.178566925,0,-1,0,1264,5.642857143,6.174382405,4,0,36,988,4.410714286,3.071797275,4,0,17,12,0.053571429,0.294624051,0,0,2,29,0.129464286,1.000550377,0,0,14,452,2.017857143,1.02421045,2,0,5,10,0.044642857,0.264096492,0,0,2,788,3.517857143,2.698553483,3,0,17,26,0.116071429,0.564185761,0,0,6,79,0.352678571,1.031213297,0,0,6,1252,5.589285714,5.421355499,4,0,48,101,0.450892857,1.523301556,0,0,16
hibernate-core,4.3.11.Final,229,"Aug, 2015",9242,56845,6.158054382,8.038277864,4,0,180,12895,1.39692341,7.478620105,0,0,295,863,0.093489329,1.900969665,0,0,177,48918,5.299317517,25.24300099,1,0,1000,421749,45.68833279,116.7711016,20,0,3943,-747,-0.096912299,0.295857501,0,-1,0,2064,0.22359441,1.609778527,0,0,46,1903,0.20615318,1.849678327,0,0,88,0,0,0,0,0,0,23111,2.503629076,13.17394104,0,0,609,551971,59.79536345,1024.182146,1,0,67528,5673,0.614559636,2.193277506,0,0,81,3450,0.373740656,2.209518332,0,0,86,14383,1.55811938,3.07889346,1,0,93,34250,3.710323909,8.580075979,2,0,356,17559,1.902177446,3.935843376,1,0,122,53366,5.781172137,17.37121306,2,0,593,2531,0.274184812,1.358056026,0,0,35,443708,48.06716499,212.0895159,1,-1,1036,2367,0.25641859,1.157857756,0,0,41,1551,0.168020799,0.999046118,0,0,40,344520,37.32206695,47.8107427,24,0,1103,4028,0.436355758,2.210345982,0,0,124,39,0.004224894,0.095871002,0,0,4,416,0.04506554,0.599318206,0,0,29,1247,0.135088289,0.783119917,0,0,24,71084,7.700574152,26.03000683,2,0,1097,51829,5.614667967,10.30478317,4,0,368,14121,1.529736757,6.884794017,0,0,363,5121,0.554761131,1.001843817,0,0,8,422,0.045715524,0.652747178,0,0,33,0,0,0,0,0,0,-747,-0.096912299,0.295857501,0,-1,0,79344,8.595385115,21.72516144,2,0,689,55411,6.002708266,11.05613046,4,0,368,504,0.054598635,0.859746384,0,0,43,4464,0.48358791,2.193096219,0,0,112,15872,1.719423681,1.422360791,1,0,56,1209,0.130971726,1.960240085,0,0,122,45903,4.972700682,8.696240957,3,0,193,1836,0.198895028,3.990682929,0,0,368,3644,0.394756798,2.1535706,0,0,105,86154,9.333116672,22.85480257,4,0,868,6680,0.723648575,2.383584787,0,0,61
hibernate-entitymanager,4.3.11.Final,135,"Aug, 2015",9242,56845,6.158054382,8.038277864,4,0,180,12895,1.39692341,7.478620105,0,0,295,863,0.093489329,1.900969665,0,0,177,48918,5.299317517,25.24300099,1,0,1000,421749,45.68833279,116.7711016,20,0,3943,-747,-0.096912299,0.295857501,0,-1,0,2064,0.22359441,1.609778527,0,0,46,1903,0.20615318,1.849678327,0,0,88,0,0,0,0,0,0,23111,2.503629076,13.17394104,0,0,609,551971,59.79536345,1024.182146,1,0,67528,5673,0.614559636,2.193277506,0,0,81,3450,0.373740656,2.209518332,0,0,86,14383,1.55811938,3.07889346,1,0,93,34250,3.710323909,8.580075979,2,0,356,17559,1.902177446,3.935843376,1,0,122,53366,5.781172137,17.37121306,2,0,593,2531,0.274184812,1.358056026,0,0,35,443708,48.06716499,212.0895159,1,-1,1036,2367,0.25641859,1.157857756,0,0,41,1551,0.168020799,0.999046118,0,0,40,344520,37.32206695,47.8107427,24,0,1103,4028,0.436355758,2.210345982,0,0,124,39,0.004224894,0.095871002,0,0,4,416,0.04506554,0.599318206,0,0,29,1247,0.135088289,0.783119917,0,0,24,71084,7.700574152,26.03000683,2,0,1097,51829,5.614667967,10.30478317,4,0,368,14121,1.529736757,6.884794017,0,0,363,5121,0.554761131,1.001843817,0,0,8,422,0.045715524,0.652747178,0,0,33,0,0,0,0,0,0,-747,-0.096912299,0.295857501,0,-1,0,79344,8.595385115,21.72516144,2,0,689,55411,6.002708266,11.05613046,4,0,368,504,0.054598635,0.859746384,0,0,43,4464,0.48358791,2.193096219,0,0,112,15872,1.719423681,1.422360791,1,0,56,1209,0.130971726,1.960240085,0,0,122,45903,4.972700682,8.696240957,3,0,193,1836,0.198895028,3.990682929,0,0,368,3644,0.394756798,2.1535706,0,0,105,86154,9.333116672,22.85480257,4,0,868,6680,0.723648575,2.383584787,0,0,61
hibernate-validator,5.4.1.Final,,,2008,8981,4.474838067,6.502567915,3,0,114,4025,2.005480817,8.470608963,0,0,213,63,0.031390135,0.362101998,0,0,12,5565,2.772795217,9.972504438,0,0,180,48257,24.04434479,54.2940971,8,0,991,-104.1726566,-0.068579761,0.765901906,0,-1,1,85,0.042351769,0.387620048,0,0,6,391,0.194818137,1.208318234,0,0,30,0,0,0,0,0,0,3453,1.720478326,7.602348785,0,0,177,35495,17.6856004,368.5436975,0,0,15753,1084,0.540109616,1.785970748,0,0,23,460,0.229197808,1.599565153,0,0,50,1697,0.845540608,1.923527727,0,0,20,3364,1.676133533,4.877128689,0,0,103,2157,1.074738416,2.150238137,0,0,23,6877,3.426507225,8.919740445,1,0,160,243,0.121076233,0.852413872,0,0,21,57717,28.75784753,159.5208527,1,-1,1034,414,0.206278027,1.014501262,0,0,23,167,0.083208769,0.800393764,0,0,23,51543,25.68161435,39.02858037,12,0,614,97,0.048330842,0.329893113,0,0,6,4,0.001993024,0.044609907,0,0,1,39,0.019431988,0.225761316,0,0,6,785,0.391131041,1.836535455,0,0,36,7497,3.735426009,10.69104113,0,0,198,5469,2.724962631,5.907401924,1,0,178,1281,0.638266069,2.835941271,0,0,46,622,0.309915296,0.705070896,0,0,6,34,0.016940708,0.295718885,0,0,12,0,0,0,0,0,0,-138.2922541,-0.091041642,0.74304905,0,-1,1,9374,4.670652715,12.12557471,0,0,277,6200,3.089187843,6.553371472,2,0,178,139,0.069257598,0.860502877,0,0,23,272,0.13552566,0.979128405,0,0,23,2522,1.256601893,0.812063219,1,0,20,254,0.12655705,0.636170665,0,0,15,4788,2.385650224,4.335247427,1,0,88,571,0.284504235,4.116725853,0,0,178,744,0.370702541,1.900857406,0,0,50,9289,4.628300947,11.57585224,2,0,258,503,0.25062282,1.40978929,0,0,23
HikariCP,3.3.1,574,"Feb, 2019",148,634,4.283783784,4.168297162,3,0,31,545,3.682432432,7.613126118,1,0,64,24,0.162162162,0.547772907,0,0,3,1242,8.391891892,14.99733996,2,0,116,9567,64.64189189,99.31746735,26,0,552,-9,-0.086538462,0.282519075,0,-1,0,101,0.682432432,2.418852154,0,0,19,54,0.364864865,1.55685296,0,0,10,0,0,0,0,0,0,963,6.506756757,15.34345863,1,0,141,30332,204.9459459,1557.952126,0,0,18141,166,1.121621622,3.253267129,0,0,23,92,0.621621622,1.719853678,0,0,11,254,1.716216216,4.799433839,0,0,42,573,3.871621622,10.2746504,0,0,95,312,2.108108108,5.314765896,0,0,42,1208,8.162162162,12.66741175,4,0,91,307,2.074324324,5.164097956,0,0,42,8719,58.91216216,231.7773365,1,-1,1025,95,0.641891892,1.80705396,0,0,12,17,0.114864865,0.488279621,0,0,4,7039,47.56081081,59.37626205,29.5,0,417,11,0.074324324,0.263188616,0,0,1,9,0.060810811,0.424205562,0,0,4,11,0.074324324,0.53568211,0,0,6,35,0.236486486,0.768083457,0,0,5,1393,9.412162162,15.84101671,4,0,102,1124,7.594594595,19.56146352,2,0,191,226,1.527027027,5.488944914,0,0,49,189,1.277027027,1.474596432,1,0,7,2,0.013513514,0.115851564,0,0,1,27,0.182432432,0.700215343,0,0,4,-9,-0.086538462,0.282519075,0,-1,0,1897,12.81756757,18.20780918,6,0,118,1198,8.094594595,19.79670069,3,0,191,21,0.141891892,1.217838696,0,0,14,70,0.472972973,1.584130251,0,0,16,192,1.297297297,0.704306089,1,0,5,30,0.202702703,0.824451658,0,0,6,975,6.587837838,19.38858948,2,0,191,133,0.898648649,2.880239656,0,0,20,79,0.533783784,1.683919709,0,0,13,2005,13.5472973,26.7821482,5,0,192,153,1.033783784,2.316505521,0,0,15
HikariCP-java6,2.3.13,65,"Feb, 2016",123,477,3.87804878,3.937181662,3,0,26,278,2.260162602,5.781311608,0,0,47,27,0.219512195,0.659565,0,0,4,772,6.276422764,11.47506264,2,0,68,7055,57.35772358,84.60052029,23,0,483,-5,-0.063291139,0.24504171,0,-1,0,57,0.463414634,1.789279015,0,0,16,40,0.325203252,1.244633957,0,0,8,0,0,0,0,0,0,537,4.365853659,11.01881274,1,0,85,28946,235.3333333,1703.335603,0,0,18141,84,0.682926829,2.393012619,0,0,24,64,0.520325203,1.386998135,0,0,8,141,1.146341463,3.974679958,0,0,39,475,3.861788618,10.64195625,1,0,95,195,1.585365854,4.780299101,0,0,39,728,5.918699187,9.73214506,2,0,49,166,1.349593496,3.394749417,0,0,29,8693,70.67479675,252.8283126,1,-1,1025,44,0.357723577,0.950669146,0,0,7,21,0.170731707,0.743356555,0,0,6,5425,44.10569106,50.49603344,30,0,279,43,0.349593496,0.991635012,0,0,7,0,0,0,0,0,0,25,0.203252033,1.487430117,0,0,16,21,0.170731707,0.568393149,0,0,4,852,6.926829268,11.9426023,3,0,68,949,7.715447154,21.06956484,2,0,191,151,1.227642276,3.447053881,0,0,20,132,1.073170732,1.181626635,1,0,5,6,0.048780488,0.459037813,0,0,5,9,0.073170732,0.514872763,0,0,5,-5,-0.063291139,0.24504171,0,-1,0,1355,11.01626016,16.10823216,5,0,113,975,7.926829268,21.12925512,3,0,191,30,0.243902439,1.646364417,0,0,15,60,0.487804878,1.375224892,0,0,8,168,1.365853659,0.771078579,1,0,4,8,0.06504065,0.399586618,0,0,4,860,6.991869919,21.05398834,2,0,191,40,0.325203252,1.575925099,0,0,15,32,0.260162602,0.808128767,0,0,7,1581,12.85365854,25.34925967,5,0,192,86,0.699186992,1.61922345,0,0,9
